300
NIKOSINA-PAKROJA 0:101
NIKOSINA-BEREZINA 124:57
KARTENA-FUDZIJAMA 124:63
BALTEZERS-VERDENA 124:64
DAIVANA-BARSELONA 124:77
MALAIZIJA-CEILONA 124:81
OZOLNIEKI-VIDAUJA 124:81
MUKDENA-KUDIMKARA 124:86
CEILONA-NOTINGEMA 124:87
SERBIJA-SERPUHOVA 124:91
BOBRUJSKA-OBELIJA 124:92
KVEBEKA-TJANDZINA 124:92
VERDENA-MAZSALACA 125:1
KALNCIEMS-ANGLIJA 125:10
SAULAINE-BRRONKSA 125:10
ILMENIS-NUKUALOFA 125:100
GVAJAKILA-TERMEZA 125:102
VIDUKLE-BOBRUJSKA 125:104
VIDZEME-KENTUKIJA 125:105
OBELIJA-TJANDZINA 125:107
TURCIJA-USURIJSKA 125:112
KAMPALA-MONGOLIJA 125:115
ASUNSJONA-TALLINA 125:116
USURIJSKA-BERGENA 125:119
GVAJAKILA-VIDAUJA 125:127
EZERNIEKI-PAKROJA 125:127
MAZSALACA-SALIENA 125:128
POCIEMS-CARNIKAVA 125:131
ASALNI-KASABLANKA 125:133
BRRONKSA-UZBEKIJA 125:134
MAUNALOA-TUNISIJA 125:135
MIROSLAVA-JAMAIKA 125:141
POLOCKA-NOTINGEMA 125:148
ADELAIDA-DOMINIKA 125:19
ILINOISA-BAIREITA 125:20
ROSTOKA-TJANDZINA 125:30
DUBLINA-VAIOMINGA 125:46
MAFEKINGA-HUDZONA 125:49
ARKANZASA-JAMAIKA 125:5
DRUSTI-RODAILENDA 125:50
TALLINA-FUDZIJAMA 125:51
MORONI-MISISIPIJA 125:57
VERDENA-SERPUHOVA 125:59
BRATSKA-MIROSLAVA 125:65
USURIJSKA-VERSEKA 125:73
NUKUALOFA-SAKSIJA 125:75
VIDUKLE-MIROSLAVA 125:79
JERSIKA-MALAIZIJA 125:79
HARTUMA-MALAIZIJA 125:80
UPESCIEMS-KANTONA 125:80
UPESCIEMS-GORKIJA 125:83
GORKIJA-VECRIKAVA 125:85
TELAVIVA-IGAUNIJA 125:87
RUDAMINA-BRRONKSA 125:95
NIAMEJA-SLOVAKIJA 125:96
JAKUTIJA-VIETALVA 125:99
NAHODKA-MAZSALACA 126:1
KAZBEKS-NUKUALOFA 126:10
NIKOSINA-UZBEKIJA 126:104
CARNIKAVA-PASIENA 126:113
KAJENNA-ASUNSJONA 126:115
MENORKA-VECBILSKA 126:118
PLOVDIVA-ILINOISA 126:120
KANTONA-SERPUHOVA 126:121
GORKIJA-PORTSMUTA 126:132
RAGACIEMS-OREGONA 126:142
ABAKANA-MAFEKINGA 126:146
NANKINA-KENTUKIJA 126:21
GVADELUPE-DUBLINA 126:25
ZEMGALE-NUKUALOFA 126:30
MALAIZIJA-KAIBALA 126:37
TOTNEMA-NOTINGEMA 126:40
KUMBRI-VLADIMMIRA 126:41
VECRIKAVA-ABADANA 126:46
OBELIJA-BARSELONA 126:49
ASALNI-GOTVALDOVA 126:55
MARVELE-BALTIMORA 126:58
NOTINGEMA-GORKIJA 126:6
BRISELE-TJANDZINA 126:60
BRISELE-GVAJAKILA 126:71
SALINIEKI-KANTONA 126:76
LEIPCIGA-BEREZINA 126:89
BRAZILJA-TENESIJA 126:97
KANTONA-SLOVAKIJA 127:101
SERPUHOVA-BOMBEJA 127:101
RESIFI-SANTAKRUSA 127:113
BERGENA-SERPUHOVA 127:114
MALAVI-ISLINGTONA 127:118
MAZSALACA-MENORKA 127:119
NEAPOLE-KUDIMKARA 127:120
VERSEKA-MAFEKINGA 127:120
BOBRUJSKA-KARTENA 127:126
KUDIMKARA-ABAKANA 127:131
BAISOGALA-VERDENA 127:134
OZOLNIEKI-LOZANNA 127:135
EZERNIEKI-NANKINA 127:142
PORTSMUTA-HAVANNA 127:146
RUMBULA-MAFEKINGA 127:148
DETROITA-ILINOISA 127:15
USURIJSKA-ULBROKA 127:15
BALTEZERS-HARTUMA 127:150
KIZILKUMS-HARTUMA 127:150
GVADELUPE-DEMOINA 127:16
MAUNALOA-GROZNIJA 127:2
CARNIKAVA-ARTJOMA 127:20
NUKUALOFA-RANGUNA 127:29
NOTINGEMA-SEVERNA 127:31
HIROSIMA-BRRONKSA 127:32
UGUNSZEME-ARKTIKA 127:35
GAIGALAVA-NANKINA 127:37
PASIENA-BARSELONA 127:39
SUDETI-MINUSINSKA 127:41
ASALNI-ANTARKTIKA 127:42
KALNCIEMS-TALLINA 127:47
KAPSUKA-MIROSLAVA 127:54
SLOVAKIJA-TOMBUKA 127:55
NAHODKA-MAFEKINGA 127:57
ASUNSJONA-ROSTOKA 127:60
PAKROJA-KOLGUJEVA 127:63
JAKUTIJA-PIEVOLGA 127:64
MIRNIJA-NOTINGEMA 127:66
VAIOMINGA-ARIZONA 127:76
BALTIMORA-RUMBULA 127:85
JAUNCIEMS-GVINEJA 127:93
TOMBUKA-GVATEMALA 127:98
ILINOISA-ARMAVIRA 128:105
LAPZEME-MAFEKINGA 128:107
OLBERI-ANTARKTIKA 128:108
JANDZI-ISLINGTONA 128:113
RAGACIEMS-KAJENNA 128:114
JERSIKA-BALTIMORA 128:117
DOMINIKA-NIKOSINA 128:125
OGRESGALS-POLOCKA 128:126
MIROSLAVA-ABAKANA 128:136
BALTEZERS-OBELIJA 128:139
PASIENA-SERPUHOVA 128:146
GVAJAKILA-DEMOINA 128:148
OZOLNIEKI-TOTNEMA 128:30
PENKULE-BALTIMORA 128:34
CARNIKAVA-HAVANNA 128:35
MELNSILS-KARLAILA 128:37
GAIGALAVA-DAMASKA 128:4
TOBRUKA-ARKANZASA 128:40
SERPUHOVA-HUDZONA 128:42
LAPZEME-BAISOGALA 128:44
KAPZEME-BAISOGALA 128:45
KALNCIEMS-LATVIJA 128:46
TERMEZA-ARKANZASA 128:47
GARKALNE-AUSTRIJA 128:51
MAZSALACA-LOZANNA 128:56
SALIENA-NUKUALOFA 128:59
GVAJAKILA-KORSIKA 128:7
LILONGVE-KRIEVIJA 128:72
VAIOMINGA-NANKINA 128:73
BAISOGALA-GORKIJA 128:75
GROZNIJA-VIETALVA 128:75
GAIGALAVA-LOZANNA 128:81
JANDZI-SANTAKRUSA 128:84
SAKSIJA-GVAJAKILA 128:86
OZOLNIEKI-FORMOZA 128:89
BRATSKA-MAZSALACA 128:91
BOBRUJSKA-UKRAINA 128:97
RAGACIEMS-DAMASKA 129:106
SERBIJA-BOBRUJSKA 129:111
TEBRIZA-FUDZIJAMA 129:113
POCIEMS-KOLGUJEVA 129:126
USURIJSKA-SAFOLKA 129:126
VERDENA-BALTIMORA 129:136
ADELAIDA-IGNALINA 129:138
SLOVAKIJA-ABAKANA 129:140
UDMRTIJA-ADELAIDA 129:146
BROMLI-ANTARKTIKA 129:148
KATOVICE-TENESIJA 129:150
BAISOGALA-DURBANA 129:17
KAMAJI-MINUSINSKA 129:21
TAIZEME-KUDIMKARA 129:26
MARVELE-VECRIKAVA 129:26
TEBRIZA-MIROSLAVA 129:3
ZAMBEZI-ARKANZASA 129:41
SEVILJA-MAZSALACA 129:5
DETROITA-PIEVOLGA 129:54
GVATEMALA-TAIVANA 129:56
SLOVAKIJA-VERSEKA 129:59
TELAVIVA-PIEVOLGA 129:6
SAULAINE-AUSTRIJA 129:65
KARTENA-SERPUHOVA 129:67
IGNALINA-ARMAVIRA 129:71
RODOPI-SAMARKANDA 129:77
VATERLO-MAZSALACA 129:89
KARMELITI-HARTUMA 129:9
BAHREINA-MAUNALOA 129:98
FUDZIJAMA-SIDNEJA 129:98
AUSTRIJA-MAUNALOA 13:0
SALINIEKI-HARTUMA 13:10
DAIVANA-BOBRUJSKA 13:103
AIZVOLGA-VIETALVA 13:107
GVAJAKILA-MUKDENA 13:137
GVADELUPE-HAVANNA 13:139
IGNALINA-UZBEKIJA 13:143
LATGALE-GAIGALAVA 13:150
MAFEKINGA-JERSIKA 13:16
MONGOLIJA-LOZANNA 13:18
BAHREINA-ROZALIMA 13:19
RAGACIEMS-LIVORNA 13:2
DAMASKA-TJANDZINA 13:2
LUCERNA-VAIOMINGA 13:21
GROZNIJA-PLOVDIVA 13:26
SILMALA-MAZSALACA 13:28
KRIEVIJA-PIEVOLGA 13:29
SIESIKI-ARKANZASA 13:3
ARIZONA-USURIJSKA 13:34
TENESIJA-ETIOPIJA 13:36
TURCIJA-CARNIKAVA 13:37
PIEVOLGA-DOMINIKA 13:44
MAFEKINGA-OBELIJA 13:44
GORKIJA-MONGOLIJA 13:47
DEMOINA-GAIGALAVA 13:48
MONGOLIJA-CEILONA 13:48
EZERNIEKI-ARIZONA 13:49
BERGENA-GVAJAKILA 13:50
USURIJSKA-KAMPALA 13:58
GDANSKA-USURIJSKA 13:59
MIRNIJA-USURIJSKA 13:6
JAKUTIJA-IGAUNIJA 13:62
SALVANA-TJANDZINA 13:68
CARNIKAVA-HAIFONA 13:71
OZOLNIEKI-SAFOLKA 13:71
OGRESGALS-LUCERNA 13:76
SAIGONA-PORTSMUTA 13:80
ARIZONA-MONGOLIJA 13:83
LIVORNA-MONGOLIJA 13:88
CARNIKAVA-ALABAMA 13:9
KORSIKA-BARSELONA 13:93
SLOVAKIJA-JERSIKA 13:97
KANTONA-FUDZIJAMA 13:98
BARSELONA-MEKSIKA 130:109
KORSIKA-FUDZIJAMA 130:11
NOTINGEMA-VERDENA 130:112
PAROGLE-USURIJSKA 130:118
TERMEZA-VECBILSKA 130:12
LATVIJA-BAISOGALA 130:120
PIEVOLGA-BAHREINA 130:121
NUKUALOFA-HAVANNA 130:124
KAMPALA-CARNIKAVA 130:126
SALINIEKI-VIDAUJA 130:127
SLOVAKIJA-RANGUNA 130:128
USURIJSKA-DURBANA 130:131
MISISIPI-ARMAVIRA 130:136
KUMBRI-MISISIPIJA 130:137
KANTONA-GAIGALAVA 130:137
POCIEMS-VECBILSKA 130:16
RAGACIEMS-ANGLIJA 130:18
HAVANNA-BOBRUJSKA 130:19
TAIVANA-MONGOLIJA 130:2
UGUNSZEME-KAMBIJA 130:28
KARTENA-BAISOGALA 130:31
KARLAILA-ETIOPIJA 130:43
TENERIFE-ROZALIMA 130:50
ZAMBIJA-BAISOGALA 130:60
KIZILKUMS-GVINEJA 130:61
VECRIKAVA-DAMASKA 130:66
VECRIKAVA-KVEBEKA 130:68
CARNIKAVA-GRUZIJA 130:79
KUDIMKARA-DUBLINA 130:82
FUDZIJAMA-SALIENA 130:83
LOZANNA-FUDZIJAMA 130:85
LAZDIJI-BALTIMORA 130:92
JAMAIKA-VECBILSKA 130:95
SALIENA-MONGOLIJA 130:96
MEKSIKA-KOLGUJEVA 130:98
LATGALE-MALAIZIJA 131:0
BOMBEJA-GVAJAKILA 131:10
FUDZIJAMA-SEVERNA 131:10
RAGACIEMS-DEMOINA 131:107
KIZILKUMS-HUDZONA 131:110
KARMELITI-DAMASKA 131:110
VECBILSKA-KAJENNA 131:111
GVADELUPE-LUCERNA 131:118
VILGALE-PORTSMUTA 131:12
NOTINGEMA-VIDAUJA 131:122
MALAIZIJA-RANGUNA 131:125
BOSTONA-ASUNSJONA 131:13
PLOVDIVA-LUISVILA 131:133
MAFEKINGA-KAMBIJA 131:136
USURIJSKA-DAIVANA 131:14
PORTSMUTA-ALABAMA 131:146
BARSELONA-ULBROKA 131:23
SERPUHOVA-MENORKA 131:25
ARKANZASA-LUCERNA 131:34
SUHUMI-RODAILENDA 131:34
ZEMGALE-TJANDZINA 131:35
BOMBEJA-SLOVAKIJA 131:37
ARKANZASA-OREGONA 131:39
ARKANZASA-MEKSIKA 131:43
BURTNIEKI-BALTIJA 131:43
BALTIMORA-GVINEJA 131:44
MALAIZIJA-KVEBEKA 131:45
KENTUKIJA-CEILONA 131:48
MAZSALACA-GAMBIJA 131:6
PALERMO-ASUNSJONA 131:62
VAIOMINGA-VERDENA 131:67
NIKOSINA-KARLAILA 131:7
NUKUALOFA-TURCIJA 131:70
AIZVOLGA-BEREZINA 131:81
KIZILKUMS-UKRAINA 131:85
BRAZILJA-LEIPCIGA 132:10
MIROSLAVA-SEVILJA 132:100
ILMENIS-ARKANZASA 132:104
ABADANA-VECBILSKA 132:104
SEVERNA-KOLGUJEVA 132:104
GAMBIJA-CARNIKAVA 132:110
KRIEVIJA-ADELAIDA 132:111
UPESCIEMS-MENORKA 132:121
EZERNIEKI-POLOCKA 132:130
BAISOGALA-KAMBIJA 132:138
MALAIZIJA-BERGENA 132:141
KUMBRI-VOLGOGRADA 132:141
MAFEKINGA-PERLOJA 132:142
SKOTIJA-MALAIZIJA 132:149
FRANCIJA-UZBEKIJA 132:16
BEREZINA-KARLAILA 132:16
MAJORKA-MALAIZIJA 132:18
TENESIJA-UZBEKIJA 132:25
ASUNSJONA-MIRNIJA 132:3
KAMPALA-BARSELONA 132:39
USURIJSKA-ZAMBIJA 132:42
ZEMGALE-MONGOLIJA 132:45
TELAVIVA-ETIOPIJA 132:47
BOBRUJSKA-HARBINA 132:47
EZERNIEKI-SAIGONA 132:51
GROZNIJA-LUISVILA 132:54
SEIRIJI-GVATEMALA 132:54
BAIREITA-PLOVDIVA 132:58
AUSTRIJA-BRAZILJA 132:61
FRANCIJA-ARMAVIRA 132:62
SALINIEKI-RANGUNA 132:63
ILINOISA-AIZVOLGA 132:68
ILINOISA-JAKUTIJA 132:70
KRIMULDA-BEREZINA 132:70
JAUNPILS-KRIEVIJA 132:75
USURIJSKA-NIAMEJA 132:77
MARVELE-KENTUKIJA 132:77
HAIFONA-KOLGUJEVA 132:79
OZOLAINE-IGNALINA 132:8
GORKIJA-GVAJAKILA 132:84
KALNCIEMS-SERBIJA 132:87
EZERNIEKI-HUDZONA 133:101
BARSELONA-NANKINA 133:103
KOLGUJEVA-SKOTIJA 133:105
OBELIJA-VECRIKAVA 133:108
JAKUTIJA-RUDAMINA 133:114
TOTNEMA-KENTUKIJA 133:115
MAFEKINGA-ANGLIJA 133:116
USURIJSKA-ALABAMA 133:124
GVADELUPE-PASIENA 133:130
DUBLINA-USURIJSKA 133:131
JAUNPILS-FRANCIJA 133:150
TRIPOLE-VECBILSKA 133:18
LUCERNA-GAIGALAVA 133:23
BEREZINA-ETIOPIJA 133:24
MENORKA-MONGOLIJA 133:57
ROZALIMA-UZBEKIJA 133:62
LATGALE-MAZSALACA 133:63
MAFEKINGA-LUCERNA 133:73
SERPUHOVA-TEBRIZA 133:80
MILVOKI-MAZSALACA 133:88
GVATEMALA-GORKIJA 133:96
VERDENA-NUKUALOFA 133:96
MALAIZIJA-ANGLIJA 134:1
PASIENA-KENTUKIJA 134:100
ETIOPIJA-RUDAMINA 134:109
FRANCIJA-IGNALINA 134:110
KANTONA-BALTIMORA 134:110
UGUNSZEME-SIDNEJA 134:120
KOLGUJEVA-MUKDENA 134:13
VATERLO-ARKANZASA 134:141
GORKIJA-CARNIKAVA 134:143
IGNALINA-MAUNALOA 134:148
NUKUALOFA-KAPSUKA 134:15
JAUNCIEMS-SALVANA 134:15
TRIPOLE-MAZSALACA 134:150
BRUNEJA-GVAJAKILA 134:2
CARNIKAVA-RANGUNA 134:23
ROSTOKA-BALTIMORA 134:27
BURTNIEKI-SEVERNA 134:32
UGUNSZEME-SEVERNA 134:33
NIAMEJA-GVATEMALA 134:59
VAIOMINGA-TAIVANA 134:60
MISISIPI-TENESIJA 134:61
BALTEZERS-TURCIJA 134:62
GAIGALAVA-OBELIJA 134:72
DEMOINA-MIROSLAVA 134:79
SALVANA-VECBILSKA 134:84
BAIREITA-MANHEIMA 134:84
DEMOINA-NUKUALOFA 134:89
LILONGVE-IGNALINA 134:91
DAIVANA-GVAJAKILA 134:94
LAZDIJI-SLOVAKIJA 134:98
BALTIJA-NOTINGEMA 135:102
ASUNSJONA-LATVIJA 135:108
RIMINI-ISLINGTONA 135:11
MEKSIKA-SERPUHOVA 135:126
ABADANA-GVAJAKILA 135:126
SALONIKI-ETIOPIJA 135:130
VECUMI-GOTVALDOVA 135:133
SLOVAKIJA-SKOTIJA 135:144
MELNSILS-RUDAMINA 135:144
SAULAINE-ADELAIDA 135:149
KOLGUJEVA-HUDZONA 135:16
LEIPCIGA-TENESIJA 135:22
SALINIEKI-TOMBUKA 135:30
KRIEVIJA-DETROITA 135:37
BAHREINA-BEREZINA 135:4
BURTNIEKI-HAIFONA 135:44
MIROSLAVA-KAMBIJA 135:47
BEREZINA-DETROITA 135:48
DETROITA-JAKUTIJA 135:55
RUDAMINA-VIETALVA 135:59
ISIKULS-NOTINGEMA 135:67
ZAMBEZI-SERPUHOVA 135:68
TJANDZINA-ABADANA 135:74
SALVANA-ASUNSJONA 135:79
SAIGONA-MALAIZIJA 135:80
TENERIFE-BRAZILJA 135:80
GVAJAKILA-ARTJOMA 135:82
KIZILKUMS-KAIBALA 135:83
BURTNIEKI-RANGUNA 135:96
SAFOLKA-KOLGUJEVA 135:96
KVEBEKA-MIROSLAVA 135:97
ASUNSJONA-HAIFONA 136:1
UPESCIEMS-KORSIKA 136:103
USURIJSKA-TALLINA 136:110
BIKINI-RODAILENDA 136:111
FUDZIJAMA-MENORKA 136:114
KIZILKUMS-TERMEZA 136:117
NIKOSINA-ROZALIMA 136:119
KALNCIEMS-PERLOJA 136:120
TRIPOLE-FUDZIJAMA 136:126
HUDZONA-USURIJSKA 136:126
LUISVILA-IGAUNIJA 136:133
BALTIMORA-NIAMEJA 136:135
TENESIJA-KARLAILA 136:138
GVADELUPE-KAMBIJA 136:139
MAKENZI-SLOVAKIJA 136:15
ARKANZASA-KAMBIJA 136:16
VAIOMINGA-TOBRUKA 136:17
RAGACIEMS-ABADANA 136:21
UPESCIEMS-UKRAINA 136:23
ZAMBEZI-MONGOLIJA 136:32
SAFOLKA-ASUNSJONA 136:34
JAUNPILS-PLOVDIVA 136:47
JAUNCIEMS-RUMBULA 136:49
ZAMBEZI-MAZSALACA 136:53
GORKIJA-VECBILSKA 136:55
KRIEVIJA-FRANCIJA 136:55
MONGOLIJA-PAKROJA 136:60
PORTSMUTA-RANGUNA 136:62
KALNCIEMS-ABADANA 136:64
SERPUHOVA-LOZANNA 136:8
VECBILSKA-TOTNEMA 136:8
TJANDZINA-BOSTONA 136:96
KIZILKUMS-SEVILJA 136:96
BAISOGALA-ANGLIJA 136:96
OZOLNIEKI-MENORKA 136:97
BRRONKSA-AIZVOLGA 137:10
JAKUTIJA-LUISVILA 137:100
USURIJSKA-KANTONA 137:104
BOMBEJA-VECRIKAVA 137:114
KIZILKUMS-DAMASKA 137:116
KIZILKUMS-PASIENA 137:118
RIONEGRO-FRANCIJA 137:120
SIDNEJA-GAIGALAVA 137:122
RUMBULA-BARSELONA 137:122
VIDAUJA-MAZSALACA 137:128
BRUNEJA-BALTIMORA 137:13
ABADANA-NUKUALOFA 137:14
ROZALIMA-TENESIJA 137:141
TAHITI-SAMARKANDA 137:144
ILMENIS-BARSELONA 137:145
VAIOMINGA-KARTENA 137:2
KUDIMKARA-SAFOLKA 137:22
KENTUKIJA-LIVORNA 137:27
UKRAINA-SLOVAKIJA 137:3
OBELIJA-GVATEMALA 137:36
GVAJAKILA-UKRAINA 137:37
LUISVILA-KRIEVIJA 137:37
JERSIKA-CARNIKAVA 137:38
SAULAINE-IGNALINA 137:40
KENTUKIJA-BALTIJA 137:44
KAPZEME-GAIGALAVA 137:45
BALTEZERS-ABAKANA 137:45
GARKALNE-BEREZINA 137:46
KRIMULDA-MAUNALOA 137:64
TALLINA-BOBRUJSKA 137:74
GRUZIJA-KOLGUJEVA 137:8
TUNISIJA-BRRONKSA 137:84
JAUNCIEMS-DAIVANA 137:90
MISISIPI-BAHREINA 137:91
GVATEMALA-KVEBEKA 137:91
NUKUALOFA-MIRNIJA 137:98
ILMENIS-SLOVAKIJA 137:98
DRUSTI-GOTVALDOVA 138:10
BAISOGALA-LONDONA 138:100
OZOLNIEKI-BRATSKA 138:110
SALONIKI-IGNALINA 138:113
KAPZEME-MALAIZIJA 138:12
JAUNCIEMS-SAKSIJA 138:120
ARMAVIRA-KRIEVIJA 138:127
ASUNSJONA-MUKDENA 138:145
FUDZIJAMA-HUDZONA 138:16
METELIS-BOBRUJSKA 138:17
KURZEME-KENTUKIJA 138:23
MEKSIKA-BALTIMORA 138:24
EZERNIEKI-DUBLINA 138:3
MONGOLIJA-TEBRIZA 138:30
DRUSTI-SVAZILENDA 138:31
MIROSLAVA-KARTENA 138:32
EZERNIEKI-DAIVANA 138:34
UPESCIEMS-LOZANNA 138:41
PALERMO-VECBILSKA 138:47
SIESIKI-VECRIKAVA 138:49
BURTNIEKI-DURBANA 138:50
UGUNSZEME-VERDENA 138:53
KENTUKIJA-SEVERNA 138:56
UGUNSZEME-VIDAUJA 138:56
KALNCIEMS-MEKSIKA 138:56
MAJORKA-KENTUKIJA 138:64
GORKIJA-ARKANZASA 138:68
NUKUALOFA-SKOTIJA 138:69
SEVILJA-BOBRUJSKA 138:78
PLOVDIVA-AUSTRIJA 138:81
MALAIZIJA-NIAMEJA 138:85
ISIKULS-USURIJSKA 138:87
PAKROJA-TJANDZINA 138:9
PORTSMUTA-KORSIKA 139:107
LILONGVE-MANHEIMA 139:109
MAZSALACA-ARIZONA 139:110
DOMINIKA-ILINOISA 139:110
MAZSALACA-RANGUNA 139:113
ARMAVIRA-ETIOPIJA 139:128
KARMELITI-GRUZIJA 139:132
KARTENA-BALTIMORA 139:140
SAIGONA-BAISOGALA 139:141
KALNCIEMS-KAJENNA 139:142
VIDAUJA-BAISOGALA 139:143
UPESCIEMS-MEKSIKA 139:143
TOTNEMA-PORTSMUTA 139:145
HAVANNA-NOTINGEMA 139:22
GVINEJA-NOTINGEMA 139:22
JAUNCIEMS-BRUNEJA 139:23
RAVENNA-VECRIKAVA 139:29
MONGOLIJA-JERSIKA 139:31
POCIEMS-MAZSALACA 139:33
ARKANZASA-HUDZONA 139:33
AMERIKA-SERPUHOVA 139:34
ZEMGALE-VECBILSKA 139:52
PEDEDZE-USURIJSKA 139:53
TENESI-SANTAKRUSA 139:55
LEIPCIGA-ETIOPIJA 139:59
BOSTONA-FUDZIJAMA 139:59
BALTIMORA-SKOTIJA 139:63
POCIEMS-MAFEKINGA 139:65
UGUNSZEME-TAIVANA 139:66
BRATSKA-NOTINGEMA 139:72
SILMALA-BALTIMORA 139:79
GAIGALAVA-HAVANNA 139:81
LAPZEME-NOTINGEMA 139:88
OREGONA-MAZSALACA 139:88
UPESCIEMS-HARBINA 139:95
KORSIKA-TJANDZINA 14:1
IGNALINA-NIKOSINA 14:102
TOMBUKA-NUKUALOFA 14:106
GRUZIJA-NUKUALOFA 14:107
MENORKA-ASUNSJONA 14:107
VAIOMINGA-LIVORNA 14:11
NOTINGEMA-GAMBIJA 14:115
EZERNIEKI-PASIENA 14:116
KIZILKUMS-AMERIKA 14:118
HARBINA-MALAIZIJA 14:12
ARIZONA-GAIGALAVA 14:121
SERPUHOVA-OBELIJA 14:131
BARSELONA-JERSIKA 14:138
OREGONA-VAIOMINGA 14:140
MAFEKINGA-GORKIJA 14:141
TEBRIZA-NUKUALOFA 14:143
CARNIKAVA-ZAMBIJA 14:146
SIESIKI-SLOVAKIJA 14:15
MANHEIMA-RUDAMINA 14:26
RAGACIEMS-KAMPALA 14:3
MILVOKI-GVAJAKILA 14:3
UGUNSZEME-HAIFONA 14:36
ETIOPIJA-LUISVILA 14:39
KUDIMKARA-BOMBEJA 14:40
USURIJSKA-SILMALA 14:45
OGRESGALS-DURBANA 14:48
OBELIJA-ARKANZASA 14:5
ASUNSJONA-KAMPALA 14:58
NAHODKA-NOTINGEMA 14:60
HIROSIMA-ETIOPIJA 14:63
MONGOLIJA-PERLOJA 14:71
UPESCIEMS-KARTENA 14:83
GAIGALAVA-TURCIJA 14:93
SEVERNA-BAISOGALA 140:0
IGAUNIJA-AUSTRIJA 140:101
UPESCIEMS-GVINEJA 140:105
CEILONA-VECBILSKA 140:111
UPESCIEMS-TEBRIZA 140:131
SALONIKI-MAUNALOA 140:136
KAIBALA-MAZSALACA 140:137
MONGOLIJA-SKOTIJA 140:141
VECRIKAVA-SAFOLKA 140:146
INDRAJI-USURIJSKA 140:147
SALONIKI-LUISVILA 140:19
KOLGUJEVA-FORMOZA 140:19
BRAZILJA-TELAVIVA 140:22
KUDIMKARA-ARTJOMA 140:31
ARMAVIRA-PLOVDIVA 140:33
AUSTRIJA-FRANCIJA 140:33
TUNISIJA-ARMAVIRA 140:35
UKRAINA-BARSELONA 140:36
PIEVOLGA-VIETALVA 140:48
GORKIJA-BALTIMORA 140:50
POLOCKA-MAZSALACA 140:50
OBELIJA-FUDZIJAMA 140:63
VECBILSKA-ULBROKA 140:67
TJANDZINA-LATVIJA 140:7
UPESCIEMS-DAIVANA 140:80
RIONEGRO-KARLAILA 140:81
ARKANZASA-LONDONA 140:85
RANGUNA-TJANDZINA 140:86
HAVANNA-BAISOGALA 140:92
KOLGUJEVA-LOZANNA 140:96
GVATEMALA-GVINEJA 140:99
ARKANZASA-DAIVANA 141:10
MONGOLIJA-KARTENA 141:105
CEILONA-SERPUHOVA 141:108
SEVERNA-SERPUHOVA 141:108
GVAJAKILA-LOZANNA 141:11
PUIKULE-GVATEMALA 141:110
ARKANZASA-KAMPALA 141:115
GVATEMALA-HARBINA 141:119
EZERNIEKI-OREGONA 141:122
KAIBALA-VECRIKAVA 141:131
BARSELONA-KAJENNA 141:146
TERMEZA-NOTINGEMA 141:146
EZERNIEKI-ANGLIJA 141:15
TRIPOLE-KOLGUJEVA 141:23
SALATI-SAMARKANDA 141:34
TAURAGNI-DOMINIKA 141:37
SERPUHOVA-NAHODKA 141:47
MAZSALACA-SAFOLKA 141:48
UPESCIEMS-LONDONA 141:5
JAUNCIEMS-KAMBIJA 141:56
TJANDZINA-TOMBUKA 141:58
GVADELUPE-GRUZIJA 141:60
UZBEKIJA-BAHREINA 141:67
DOMINIKA-ROZALIMA 141:71
PAROGLE-KENTUKIJA 141:74
KAIBALA-GVAJAKILA 141:78
POCIEMS-SERPUHOVA 141:81
TOBRUKA-USURIJSKA 141:84
POLOCKA-BAISOGALA 141:84
JAMAIKA-KOLGUJEVA 141:89
MALAIZIJA-SALVANA 141:94
ILMENIS-GVAJAKILA 142:0
BOBRUJSKA-MUKDENA 142:10
BALTIJA-BAISOGALA 142:101
GROZNIJA-BRAZILJA 142:103
PEDEDZE-ASUNSJONA 142:105
GAIGALAVA-ULBROKA 142:11
TRIPOLE-PORTSMUTA 142:117
HARBINA-MONGOLIJA 142:118
ARMAVIRA-UDMRTIJA 142:12
NIKOSINA-BAHREINA 142:121
INDRAJI-VECRIKAVA 142:129
DEMOINA-TJANDZINA 142:131
ASUNSJONA-DEMOINA 142:144
FUDZIJAMA-ARTJOMA 142:145
OBELIJA-KENTUKIJA 142:149
GVATEMALA-HUDZONA 142:16
SLOVAKIJA-LOZANNA 142:26
MAZSALACA-GDANSKA 142:38
SEVILJA-ARKANZASA 142:4
KRIEVIJA-BEREZINA 142:4
TENESIJA-GROZNIJA 142:44
SALINIEKI-KVEBEKA 142:45
LILONGVE-DOMINIKA 142:49
UPESCIEMS-SEVERNA 142:5
UPESCIEMS-ROSTOKA 142:57
CEILONA-SLOVAKIJA 142:61
BAISOGALA-SERBIJA 142:62
HARTUMA-KENTUKIJA 142:7
BEREZINA-FRANCIJA 142:89
FUDZIJAMA-UKRAINA 142:95
KENTUKIJA-POLOCKA 142:97
ZAMBIJA-ARKANZASA 143:0
KUDIMKARA-DURBANA 143:10
USURIJSKA-TOTNEMA 143:115
GARKALNE-ADELAIDA 143:126
OZOLNIEKI-OBELIJA 143:126
BURTNIEKI-SAKSIJA 143:126
BOSTONA-MALAIZIJA 143:132
TERMEZA-USURIJSKA 143:136
MENORKA-ARKANZASA 143:138
SALINIEKI-TURCIJA 143:141
IGNALINA-BAHREINA 143:141
