300
BANDARSERIBEGAVA-AIZKARPATI 89:123
BELGORODA-KRUSTPILS 9:70
NOVGORODA-KRUSTPILS 91:115
MENHETENA-KRUSTPILS 92:112
HANNOVERE-VENTSPILS 92:130
PARAGVAJA-SALASPILS 93:101
KRUSTPILS-KULAUTUVA 143:95
KRUSTPILS-REDRIVERA 102:96
SALASPILS-SOMERSETA 120:97
KALVARIJA-VENTSPILS 99:113
KOSTARIKA-VENTSPILS 99:118
SANSEVASTJANA-TAIMIRA 12:132
TAIMIRA-DIMITROVGRADA 29:12
GREITSLEIVLEIKS-IZMAIRA 10:80
OLIMPS-SANSEVASTJANA 127:73
PLIMUTA-SANSEVASTJANA 33:30
STARAPLANINA-NUKUSU 141:0
PAMIRS-STARAPLANINA 1:16
VENERS-STARAPLANINA 11:131
STARAPLANINA-MASTIS 139:114
STARAPLANINA-ELTONS 132:117
OLIMPS-STARAPLANINA 134:136
STARAPLANINA-ALTAJS 15:14
KANNAS-STARAPLANINA 16:32
STARAPLANINA-ATLASS 63:16
STARAPLANINA-MAPUTU 112:2
STARAPLANINA-SAMAVS 38:2
STARAPLANINA-VEZUVS 68:2
MELARS-STARAPLANINA 21:113
STARAPLANINA-SEVANS 81:24
ALATAU-STARAPLANINA 26:145
TUKUMS-STARAPLANINA 33:72
KAMPIS-STARAPLANINA 37:111
STARAPLANINA-LIZUMS 123:46
INESIS-STARAPLANINA 7:53
STARAPLANINA-PELTES 110:74
STARAPLANINA-SALDUS 143:89
SANSEVASTJANA-OKINAVA 49:74
EDINBURGA-SANSEVASTJANA 135:17
RAVALPINDI-BELOSTOKA 110:100
FEODOSIJA-RAVALPINDI 103:147
RAVALPINDI-PRETORIJA 137:111
KULAUTUVA-RAVALPINDI 114:150
EDINBURGA-RAVALPINDI 12:46
FOLRIVERA-RAVALPINDI 122:125
RAVALPINDI-SKAGERAKS 137:124
VIKTORIJA-RAVALPINDI 13:114
RAVALPINDI-PORTOVANA 138:130
ZVIEDRIJA-RAVALPINDI 143:144
SENTLUISA-RAVALPINDI 15:106
TAGANROGA-RAVALPINDI 15:50
RAVALPINDI-AUGSBURGA 129:17
RAVALPINDI-HAMILTONA 58:2
KALVARIJA-RAVALPINDI 24:28
KALABRIJA-RAVALPINDI 25:46
RAVALPINDI-BELGORODA 87:25
RAVALPINDI-KOSTARIKA 129:26
RAVALPINDI-DORTMUNDE 145:27
MENHETENA-RAVALPINDI 27:65
RAVALPINDI-FLANDRIJA 30:28
RAVALPINDI-PARAGVAJA 101:29
FOLKSTONA-RAVALPINDI 29:78
RAVALPINDI-LUCAVSALA 139:31
SKAUDVILE-RAVALPINDI 34:137
RAVALPINDI-BRAZAVILA 78:39
RAVALPINDI-LIBREVILA 117:40
RAVALPINDI-NOVGORODA 131:40
TIRASPOLE-RAVALPINDI 42:111
MORICSALA-RAVALPINDI 43:135
PORTORIKO-RAVALPINDI 43:50
HONDURASA-RAVALPINDI 46:147
RAVALPINDI-HANNOVERE 98:46
RAVALPINDI-VERAKRUSA 115:48
RAVALPINDI-REDRIVERA 63:48
TERNOPOLE-RAVALPINDI 49:93
ZALCBURGA-RAVALPINDI 57:85
SOMERSETA-RAVALPINDI 59:111
RAVALPINDI-PITSBURGA 112:71
RAVALPINDI-MONROVIJA 83:71
RAVALPINDI-GALGAUSKA 85:71
DORTMUNDA-RAVALPINDI 73:80
KINGSTONA-RAVALPINDI 76:86
RAVALPINDI-MANHATANA 128:8
ORENBURGA-RAVALPINDI 8:55
VALENSIJA-RAVALPINDI 82:84
SINSITIJA-RAVALPINDI 86:126
GREITSLEIVLEIKS-INESIS 64:150
PETROPAVLOVSKA-MINESOTA 44:111
ZEMMERINGS-MENHETENA 150:100
DORTMUNDA-ZEMMERINGS 109:138
BRAZAVILA-ZEMMERINGS 11:47
ZEMMERINGS-HAMILTONA 117:115
ZEMMERINGS-LIBREVILA 132:118
PARAGVAJA-ZEMMERINGS 12:58
VERAKRUSA-ZEMMERINGS 12:86
FOLKSTONA-ZEMMERINGS 17:67
SINSITIJA-ZEMMERINGS 19:60
FOLRIVERA-ZEMMERINGS 2:103
LUCAVSALA-ZEMMERINGS 24:34
ZEMMERINGS-AUGSBURGA 76:25
ZEMMERINGS-MANHATANA 74:31
ZEMMERINGS-MONROVIJA 73:35
NOVGORODA-ZEMMERINGS 39:42
SOMERSETA-ZEMMERINGS 44:48
ZEMMERINGS-ORENBURGA 50:46
TAGANROGA-ZEMMERINGS 47:136
ZEMMERINGS-VALENSIJA 130:48
REDRIVERA-ZEMMERINGS 5:105
ZEMMERINGS-PITSBURGA 59:51
KINGSTONA-ZEMMERINGS 53:93
SKAUDVILE-ZEMMERINGS 54:86
BELGORODA-ZEMMERINGS 55:147
ZEMMERINGS-FEODOSIJA 91:55
KULAUTUVA-ZEMMERINGS 58:100
GALGAUSKA-ZEMMERINGS 7:33
ZEMMERINGS-MORICSALA 150:72
ZEMMERINGS-BELOSTOKA 99:72
SENTLUISA-ZEMMERINGS 74:89
DORTMUNDE-ZEMMERINGS 79:141
PORTOVANA-ZEMMERINGS 85:99
EDINBURGA-ZEMMERINGS 86:117
HANNOVERE-ZEMMERINGS 9:53
ZEMMERINGS-ZALCBURGA 104:98
SANSEVASTJANA-AVINJONA 12:118
AVINJONA-DIMITROVGRADA 60:28
AVINJONA-NOVOMOSKOVSKA 80:70
NOVOMOSKOVSKA-REINJORA 21:113
REINJORA-DIMITROVGRADA 141:5
SANSEVASTJANA-REINJORA 69:150
GREITSLEIVLEIKS-INSBURGA 21:102
VAINUTA-SANSEVASTJANA 86:17
SANANTONIO-ARARATS 129:10
GURJEVA-SANANTONIO 10:99
SANANTONIO-KUNCEVA 112:102
SASNAVA-SANANTONIO 108:130
SANANTONIO-MALNAVA 128:125
LIETUVA-SANANTONIO 15:134
HARKOVA-SANANTONIO 15:65
SANANTONIO-RINGUVA 25:18
SANANTONIO-JELGAVA 45:19
KORDOVA-SANANTONIO 19:89
SANANTONIO-MANAGVA 136:21
SANANTONIO-LECKAVA 76:23
RUSTAVI-SANANTONIO 29:141
POLTAVA-SANANTONIO 29:38
DEMBAVA-SANANTONIO 3:109
VAIDAVA-SANANTONIO 3:42
SANANTONIO-LINKUVA 41:30
BARTUVA-SANANTONIO 31:85
SANANTONIO-VAIGUVA 102:32
SANANTONIO-IVANOVA 34:33
SANANTONIO-KRAKOVA 83:36
SANANTONIO-OSTRAVA 42:38
KANDAVA-SANANTONIO 42:77
SANANTONIO-OKINAVA 119:54
DAUGAVA-SANANTONIO 6:35
MOLDOVA-SANANTONIO 60:85
LAUKUVA-SANANTONIO 62:115
SANANTONIO-DELTUVA 99:67
SANANTONIO-ROSTOVA 94:69
SANANTONIO-TAMBOVA 117:73
SANANTONIO-RIETAVA 113:75
SANANTONIO-KUPRAVA 92:79
MASKAVA-SANANTONIO 80:90
KOVROVA-SANANTONIO 93:138
PETROPAVLOVSKA-RIODEORO 3:92
PETROPAVLOVSKA-EIPATORIJA 2:60
SANSEVASTJANA-PRIPETE 19:54
PEIPUSS-SANSEVASTJANA 144:105
ANADIRA-SKAISTKALNE 108:103
MADEIRA-ZILAISKALNS 122:105
KONEKTIKUTA-MADEIRA 11:119
IZMAIRA-KONEKTIKUTA 132:11
TAIMIRA-TAMMERFORSA 136:11
ANADIRA-JAUNGVINEJA 75:11
KONEKTIKUTA-ANADIRA 117:131
HAIDARABADA-TAIMIRA 120:145
SEVASTOPOLE-IZMAIRA 121:126
MADEIRA-HAIDARABADA 142:121
MADEIRA-SIMFEROPOLE 138:133
JAUNGULBENE-ANADIRA 14:109
TAIMIRA-SEVASTOPOLE 124:2
TAIMIRA-SKAISTKALNE 60:20
ANADIRA-KISLOVODSKA 51:21
KAUGURCIEMS-MADEIRA 23:45
ANADIRA-SIMFEROPOLE 78:25
ZILAISKALNS-ANADIRA 28:124
TAIMIRA-KAUGURCIEMS 130:29
KONEKTIKUTA-TAIMIRA 29:55
TAMMERFORSA-ANADIRA 29:73
KAUGURCIEMS-IZMAIRA 29:91
JUGLASCIEMS-TAIMIRA 3:29
MADEIRA-TAMMERFORSA 149:31
MADEIRA-SEVASTOPOLE 118:34
IZMAIRA-SIMFEROPOLE 45:34
IZMAIRA-JUGLASCIEMS 88:34
JAUNGVINEJA-IZMAIRA 35:39
MADEIRA-KESONSITIJA 106:37
IZMAIRA-JAUNGULBENE 135:37
MADEIRA-SKAISTKALNE 144:37
ZILAISKALNS-TAIMIRA 37:99
SKAISTKALNE-IZMAIRA 39:102
JAUNGULBENE-MADEIRA 40:74
TAIMIRA-SIMFEROPOLE 134:43
HAIDARABADA-IZMAIRA 43:136
ZILAISKALNS-IZMAIRA 45:87
TAIMIRA-MURMASTIENE 74:46
HAIDARABADA-ANADIRA 47:131
TAIMIRA-KISLOVODSKA 124:53
MADEIRA-JUGLASCIEMS 62:54
MURMASTIENE-MADEIRA 56:95
MADEIRA-SAULESKALNS 132:57
IZMAIRA-HAMBERSAIDA 97:57
HAMBERSAIDA-MADEIRA 58:137
SAULESKALNS-TAIMIRA 64:122
JAUNGVINEJA-TAIMIRA 66:130
TAMMERFORSA-IZMAIRA 68:100
ANADIRA-JUGLASCIEMS 124:68
ANADIRA-HAMBERSAIDA 58:7
MURMASTIENE-IZMAIRA 70:150
KAUGURCIEMS-ANADIRA 70:92
TAIMIRA-HAMBERSAIDA 103:77
IZMAIRA-KISLOVODSKA 116:79
ANADIRA-SEVASTOPOLE 103:8
KESONSITIJA-ANADIRA 8:118
ANADIRA-MURMASTIENE 121:80
MADEIRA-JAUNGVINEJA 89:84
SAULESKALNS-ANADIRA 9:42
KESONSITIJA-IZMAIRA 9:84
JAUNGULBENE-TAIMIRA 92:123
TAIMIRA-KESONSITIJA 128:94
IZMAIRA-SAULESKALNS 143:97
MADEIRA-KISLOVODSKA 136:98
BUENOSAIRESA-NEBRASKA 79:0
EVERESTS-BUENOSAIRESA 101:144
BUENOSAIRESA-PANEMUNE 116:105
LUGANSKA-BUENOSAIRESA 112:128
KAVARSKA-BUENOSAIRESA 12:118
BUENOSAIRESA-KIROVSKA 142:124
VADAKSTE-BUENOSAIRESA 129:139
BUENOSAIRESA-ATABASKA 149:135
BRJANSKA-BUENOSAIRESA 14:70
BUENOSAIRESA-JAKUTSKA 145:143
BUENOSAIRESA-ALAUKSTS 80:20
BUENOSAIRESA-HOLIVUDA 70:22
BUENOSAIRESA-USUMBURA 133:30
SINTAUTI-BUENOSAIRESA 31:84
KRAKATAU-BUENOSAIRESA 34:70
BUENOSAIRESA-ESENTUKI 124:36
BORNMUTA-BUENOSAIRESA 38:102
BUENOSAIRESA-KAHOVSKA 137:38
PRIEKULE-BUENOSAIRESA 40:141
BUENOSAIRESA-KARAKUMS 62:42
HONOLULU-BUENOSAIRESA 49:131
BUENOSAIRESA-VINDHUKA 69:58
SOVETSKA-BUENOSAIRESA 59:128
IRKUTSKA-BUENOSAIRESA 61:63
BUENOSAIRESA-INSBRUKA 141:62
PIEDRUJA-BUENOSAIRESA 66:119
STAMBULA-BUENOSAIRESA 68:144
VECSAULE-BUENOSAIRESA 69:145
SARANSKA-BUENOSAIRESA 71:136
BARNAULA-BUENOSAIRESA 75:93
BUENOSAIRESA-ZLATOUSA 77:76
BUENOSAIRESA-ANGARSKA 113:82
VAGADUGU-BUENOSAIRESA 82:142
RAISKUMS-BUENOSAIRESA 83:126
BUENOSAIRESA-BELFASTA 113:84
BUENOSAIRESA-SANPAULU 108:93
GREITSLEIVLEIKS-IRKUTSKA 76:91
PAMIRS-PONAKSTEETLS 114:1
LEJASSTRAZDI-PAMIRS 27:95
PAMIRS-BUENOSAIRESA 132:3
PAMIRS-KANZASSITIJA 74:57
SANSEVASTJANA-BEIRUTA 3:90
MASTIS-JAUNGVINEJA 140:10
INESIS-KONEKTIKUTA 129:106
KAMPIS-JAUNGULBENE 91:11
KESONSITIJA-MASTIS 13:89
MASTIS-JUGLASCIEMS 145:134
SKAISTKALNE-MASTIS 142:147
KAMPIS-SKAISTKALNE 66:16
SEVASTOPOLE-INESIS 17:127
KESONSITIJA-INESIS 17:141
MASTIS-MURMASTIENE 147:17
MASTIS-SEVASTOPOLE 105:23
SAULESKALNS-KAMPIS 29:62
KONEKTIKUTA-KAMPIS 3:63
KAMPIS-ZILAISKALNS 100:30
SAULESKALNS-MASTIS 31:148
KAMPIS-SEVASTOPOLE 46:31
MASTIS-KONEKTIKUTA 69:33
JAUNGULBENE-INESIS 4:67
KAMPIS-JUGLASCIEMS 72:40
JAUNGVINEJA-INESIS 45:48
SKAISTKALNE-INESIS 46:127
JUGLASCIEMS-INESIS 48:111
JAUNGVINEJA-KAMPIS 51:67
ZILAISKALNS-INESIS 53:142
KESONSITIJA-KAMPIS 56:130
KISLOVODSKA-MASTIS 56:76
JAUNGULBENE-MASTIS 6:115
KISLOVODSKA-KAMPIS 64:67
ZILAISKALNS-MASTIS 66:138
SAULESKALNS-INESIS 72:130
KISLOVODSKA-INESIS 74:127
INESIS-MURMASTIENE 105:86
KAMPIS-MURMASTIENE 145:99
PORTOVANA-SENTLUISA 0:65
MINEAPOLISA-LECKAVA 123:1
MINEAPOLISA-OSTRAVA 132:1
HARKOVA-MINEAPOLISA 1:54
KUVEITA-MINEAPOLISA 10:148
MINEAPOLISA-LAUDERI 148:10
MINEAPOLISA-BOSFORS 20:10
MINEAPOLISA-HONIARA 35:10
SENTLUISA-EDINBURGA 141:100
MACESTA-MINEAPOLISA 108:142
SANHOSE-MINEAPOLISA 109:150
MINEAPOLISA-NIAGARA 128:111
MINEAPOLISA-KUZBASS 149:112
MINEAPOLISA-VALLETA 124:118
KALKUTA-MINEAPOLISA 118:130
SENTLUISA-PITSBURGA 119:12
MINEAPOLISA-MADRASA 23:12
MINEAPOLISA-TAIMIRA 35:12
MEMFISA-KESONSITIJA 133:124
MEMFISA-JUGLASCIEMS 144:124
SENTLUISA-DORTMUNDE 149:128
MINEAPOLISA-DENVERA 142:131
MINEAPOLISA-TOLJATI 148:131
TORONTO-MINEAPOLISA 14:53
DEMBAVA-MINEAPOLISA 15:64
SENTLUISA-AUGSBURGA 84:15
FOLRIVERA-SENTLUISA 16:21
AIZPUTE-MINEAPOLISA 16:71
MINEAPOLISA-TRIESTE 109:17
MEMFISA-SEVASTOPOLE 131:18
MINEAPOLISA-BEIRUTA 116:19
OLSTERA-MINEAPOLISA 19:55
MINEAPOLISA-TAUNUSA 77:19
MINEAPOLISA-KANZASA 99:19
VAIVARI-MINEAPOLISA 2:111
MINEAPOLISA-GURJEVA 42:2
MINEAPOLISA-BIZERTA 103:21
UTREHTA-MINEAPOLISA 21:61
MINEAPOLISA-RUSTAVI 97:21
MINEAPOLISA-BEBRUSI 107:22
SKAUDVILE-SENTLUISA 22:76
IVANOVA-MINEAPOLISA 24:80
MINEAPOLISA-KUTAISI 103:25
PEIPUSS-MINEAPOLISA 25:81
KUNCEVA-MINEAPOLISA 27:103
MALNAVA-MINEAPOLISA 28:145
MINEAPOLISA-LAPLATA 33:28
KINROSA-MINEAPOLISA 28:40
MEMFISA-JAUNGULBENE 82:28
DUBULTI-MINEAPOLISA 29:48
ELBRUSS-MINEAPOLISA 31:127
LAUKUVA-MINEAPOLISA 31:142
MINEAPOLISA-MEMFISA 122:32
ARARATS-MINEAPOLISA 32:80
PRIPETE-MINEAPOLISA 33:109
JELGAVA-MINEAPOLISA 33:56
MINEAPOLISA-BARTUVA 98:34
KATVARI-MINEAPOLISA 36:128
SAULESKALNS-MEMFISA 36:137
MANAUSA-MINEAPOLISA 36:137
IZMAIRA-MINEAPOLISA 36:47
JAUNGVINEJA-MEMFISA 36:62
MINEAPOLISA-TAMBOVA 139:4
MINEAPOLISA-ERFURTE 33:4
MINEAPOLISA-SASEKSA 75:4
VORKUTA-MINEAPOLISA 41:119
MINEAPOLISA-KORDOVA 130:41
SASNAVA-MINEAPOLISA 41:66
MINEAPOLISA-BENDERI 104:42
KARPATI-MINEAPOLISA 42:46
SALANTA-MINEAPOLISA 44:126
REDRIVERA-SENTLUISA 45:130
TARENTO-MINEAPOLISA 45:65
ROSTOVA-MINEAPOLISA 45:98
MURMASTIENE-MEMFISA 46:113
MINEAPOLISA-VAINUTA 125:46
MINEAPOLISA-KUPRAVA 75:46
SENTLUISA-ZALCBURGA 54:47
PARAGVAJA-SENTLUISA 47:65
ANADIRA-MINEAPOLISA 48:78
MINEAPOLISA-KANBERA 133:49
POLTAVA-MINEAPOLISA 49:141
ATLANTA-MINEAPOLISA 49:70
RINGUVA-MINEAPOLISA 49:72
MINEAPOLISA-EIFRATA 132:5
MINEAPOLISA-KONAKRI 35:5
MIASURA-MINEAPOLISA 5:66
PLIMUTA-MINEAPOLISA 50:141
MINEAPOLISA-DELTUVA 146:51
MEMFISA-SKAISTKALNE 76:51
MADEIRA-MINEAPOLISA 54:115
ORENBURGA-SENTLUISA 55:74
SENTLUISA-LIBREVILA 83:55
KOVROVA-MINEAPOLISA 56:77
VARDURA-MINEAPOLISA 56:89
MINEAPOLISA-RIETAVA 103:57
MINEAPOLISA-TEKSASA 11:6
SENTLUISA-GALGAUSKA 114:60
KONEKTIKUTA-MEMFISA 60:79
MOLDOVA-MINEAPOLISA 60:99
MINEAPOLISA-KAUNATA 133:61
MINEAPOLISA-TBILISI 67:62
KISLOVODSKA-MEMFISA 63:128
SENTLUISA-HANNOVERE 123:66
KRAKOVA-MINEAPOLISA 66:68
MASKAVA-MINEAPOLISA 66:97
SUMATRA-MINEAPOLISA 66:99
MINEAPOLISA-CIECERE 132:68
MINEAPOLISA-DAUGAVA 133:68
MINEAPOLISA-HOPJORA 106:69
KANDAVA-MINEAPOLISA 69:107
MINEAPOLISA-KANGARI 111:70
MINEAPOLISA-OKINAVA 72:70
MINEAPOLISA-ENGELSA 113:72
DORTMUNDA-SENTLUISA 73:114
MINEAPOLISA-LIETUVA 144:73
LINKUVA-MINEAPOLISA 73:146
ZILAISKALNS-MEMFISA 74:146
SENTLUISA-MONROVIJA 84:76
MINEAPOLISA-DONBASS 83:79
MINEAPOLISA-LAUTERE 87:79
DORSETA-MINEAPOLISA 80:137
TAMPERE-MINEAPOLISA 81:107
VAIDAVA-MINEAPOLISA 84:147
BRAZAVILA-SENTLUISA 86:115
KUMPOTE-MINEAPOLISA 87:94
TOSMARE-MINEAPOLISA 90:149
MINEAPOLISA-VAIGUVA 99:93
MINEAPOLISA-MANAGVA 112:94
PETROPAVLOVSKA-LISABONA 14:15
TBILISI-MURMASTIENE 125:107
KONEKTIKUTA-KUTAISI 11:27
TBILISI-JAUNGVINEJA 96:11
ZILAISKALNS-KUTAISI 119:149
JAUNGVINEJA-KUTAISI 16:47
SAULESKALNS-TBILISI 18:84
MURMASTIENE-KUTAISI 19:49
JAUNGULBENE-TBILISI 2:36
KUTAISI-SEVASTOPOLE 65:21
TBILISI-SKAISTKALNE 56:22
KUTAISI-KESONSITIJA 100:24
TBILISI-KONEKTIKUTA 100:28
KESONSITIJA-TBILISI 29:33
KUTAISI-KISLOVODSKA 60:35
KUTAISI-JAUNGULBENE 103:45
ZILAISKALNS-TBILISI 49:111
KISLOVODSKA-TBILISI 5:10
KUTAISI-SAULESKALNS 24:7
TBILISI-SEVASTOPOLE 139:78
KUTAISI-SKAISTKALNE 128:92
ZILAISKALNS-JAUNGULBENE 118:18
SAULESKALNS-ZILAISKALNS 23:92
ZILAISKALNS-JAUNGVINEJA 49:27
ZILAISKALNS-MURMASTIENE 14:3
KONEKTIKUTA-ZILAISKALNS 40:68
ZILAISKALNS-SEVASTOPOLE 81:55
ZILAISKALNS-KISLOVODSKA 150:59
SKAISTKALNE-ZILAISKALNS 62:67
RAISKUMS-SANSEVASTJANA 60:30
SKAISTKALNE-BRATISLAVA 11:142
BRATISLAVA-KISLOVODSKA 119:114
JAUNGVINEJA-BRATISLAVA 116:124
BRATISLAVA-SEVASTOPOLE 126:118
KONEKTIKUTA-BRATISLAVA 12:56
BRATISLAVA-JAUNGULBENE 133:87
BRATISLAVA-MURMASTIENE 112:88
KAVARSKA-VALPARAISO 10:144
VALPARAISO-SINTAUTI 148:102
VALPARAISO-BARNAULA 137:109
USUMBURA-VALPARAISO 114:127
MELBURNA-VALPARAISO 13:145
VALPARAISO-DENKERKA 15:13
VALPARAISO-SIRDARJA 144:135
SANPAULU-VALPARAISO 14:117
VALPARAISO-VINDHUKA 55:14
VALPARAISO-STAMBULA 138:15
VALPARAISO-VAGADUGU 149:15
VALPARAISO-VECSAULE 20:15
VALPARAISO-BELFASTA 132:17
VALPARAISO-JURBARKA 24:17
VALPARAISO-JAKUTSKA 46:19
INSBURGA-VALPARAISO 23:150
KRAKATAU-VALPARAISO 24:26
EVERESTS-VALPARAISO 29:124
VALPARAISO-OKSFORDA 32:30
VALPARAISO-ZLATOUSA 37:35
VALPARAISO-SARANSKA 131:4
VALPARAISO-BRJANSKA 32:4
VALPARAISO-KIROVSKA 63:43
IRKUTSKA-VALPARAISO 46:60
VALPARAISO-KAHOVSKA 83:47
PIEDRUJA-VALPARAISO 48:103
VALPARAISO-BORNMUTA 122:50
VALPARAISO-LUGANSKA 101:52
HOLIVUDA-VALPARAISO 55:136
VALPARAISO-ALAUKSTS 128:57
VALPARAISO-ANGARSKA 128:57
VALPARAISO-KZILORDA 78:59
VALPARAISO-SIESARTE 114:65
VALPARAISO-KARAKUMS 107:7
HONOLULU-VALPARAISO 71:125
MALJORKA-VALPARAISO 71:148
SOVETSKA-VALPARAISO 71:85
DINKERSA-VALPARAISO 8:143
VALPARAISO-ATABASKA 61:8
RAISKUMS-VALPARAISO 80:103
VALPARAISO-INSBRUKA 123:80
AMUDARJA-VALPARAISO 85:132
PANEMUNE-VALPARAISO 89:110
NEBRASKA-VALPARAISO 89:139
VALPARAISO-VADAKSTE 138:9
PRIEKULE-VALPARAISO 91:94
ESENTUKI-VALPARAISO 95:98
HAMBURGA-VALPARAISO 99:128
KONEKTIKUTA-KUVEITA 0:15
KUVEITA-SEVASTOPOLE 99:22
KUVEITA-KISLOVODSKA 91:39
JAUNGULBENE-KUVEITA 47:76
SKAISTKALNE-KUVEITA 65:103
KUVEITA-JAUNGVINEJA 77:73
KESONSITIJA-SKAUDVILE 95:0
MANHATANA-KESONSITIJA 1:45
ZLATOUSA-KANZASSITIJA 10:111
HONOLULU-KANZASSITIJA 101:136
KESONSITIJA-PARAGVAJA 140:104
KESONSITIJA-HAMILTONA 14:11
KANZASSITIJA-BORNMUTA 20:11
KESONSITIJA-FOLKSTONA 47:11
PITSBURGA-KESONSITIJA 11:51
KANZASSITIJA-SINTAUTI 147:119
RAISKUMS-KANZASSITIJA 12:112
KANZASSITIJA-BARNAULA 37:12
KINGSTONA-KESONSITIJA 124:128
ORENBURGA-KESONSITIJA 125:132
VAGADUGU-KANZASSITIJA 17:96
DORTMUNDE-KESONSITIJA 18:84
PORTOVANA-KESONSITIJA 25:56
KANZASSITIJA-SANPAULU 114:26
EDINBURGA-KESONSITIJA 27:93
VECSAULE-KANZASSITIJA 28:71
KESONSITIJA-LIBREVILA 143:3
BELFASTA-KANZASSITIJA 31:143
JAUNGVINEJA-SINSITIJA 32:142
VINDHUKA-KANZASSITIJA 32:149
KESONSITIJA-MONROVIJA 94:35
VADAKSTE-KANZASSITIJA 37:66
REDRIVERA-KESONSITIJA 37:77
USUMBURA-KANZASSITIJA 38:109
KESONSITIJA-SENTLUISA 149:38
KESONSITIJA-HANNOVERE 79:39
DORTMUNDA-KESONSITIJA 41:133
INSBRUKA-KANZASSITIJA 45:73
KESONSITIJA-BRAZAVILA 91:45
SKAISTKALNE-SINSITIJA 47:64
KRAKATAU-KANZASSITIJA 49:103
ZALCBURGA-KESONSITIJA 5:113
SINSITIJA-KESONSITIJA 50:133
SINSITIJA-SEVASTOPOLE 59:50
KANZASSITIJA-KARAKUMS 119:51
KESONSITIJA-KULAUTUVA 146:52
KISLOVODSKA-SINSITIJA 52:97
KANZASSITIJA-PIEDRUJA 95:53
STAMBULA-KANZASSITIJA 55:131
SINSITIJA-JAUNGULBENE 75:55
KESONSITIJA-MENHETENA 138:69
KANZASSITIJA-PRIEKULE 20:7
KESONSITIJA-AUGSBURGA 145:72
KESONSITIJA-BELOSTOKA 138:73
GALGAUSKA-KESONSITIJA 73:147
PANEMUNE-KANZASSITIJA 81:124
KANZASSITIJA-EVERESTS 103:86
KANZASSITIJA-ALAUKSTS 130:86
HOLIVUDA-KANZASSITIJA 87:131
KANZASSITIJA-ESENTUKI 107:9
SINSITIJA-KONEKTIKUTA 114:95
KESONSITIJA-FOLRIVERA 150:99
PONAKSTEETLS-MELITOPOLE 17:130
LEJASSTRAZDI-MELITOPOLE 22:118
KENTERBERIJA-MELITOPOLE 26:145
BUENOSAIRESA-MELITOPOLE 28:47
MELITOPOLE-KANZASSITIJA 105:4
MELITOPOLE-STARAPLANINA 112:71
BALTKRIEVIJA-MELITOPOLE 82:146
KRASNOVODSKA-MELITOPOLE 95:136
BUENOSAIRESA-DIMITROVGRADA 102:137
PONAKSTEETLS-DIMITROVGRADA 30:83
KANZASSITIJA-DIMITROVGRADA 47:62
LEJASSTRAZDI-DIMITROVGRADA 56:99
KANZASSITIJA-GREITSLEIVLEIKS 110:120
GREITSLEIVLEIKS-LEJASSTRAZDI 147:130
GREITSLEIVLEIKS-PONAKSTEETLS 19:3
VAIVARI-SANSEVASTJANA 116:110
DIMITROVGRADA-VAIVARI 95:143
KISLOVODSKA-FOLRIVERA 53:128
JAUNGVINEJA-FOLRIVERA 68:75
JAUNGVINEJA-REDRIVERA 7:96
REDRIVERA-KISLOVODSKA 108:89
SIKTIVKARA-KISLOVODSKA 108:103
SALANTA-GREITSLEIVLEIKS 10:147
KUPRAVA-GREITSLEIVLEIKS 110:145
HARKOVA-GREITSLEIVLEIKS 120:123
DUBULTI-GREITSLEIVLEIKS 122:139
GREITSLEIVLEIKS-TARENTO 84:14
GREITSLEIVLEIKS-LINKUVA 47:15
KALKUTA-GREITSLEIVLEIKS 16:77
MACESTA-GREITSLEIVLEIKS 17:37
GREITSLEIVLEIKS-PEIPUSS 85:17
GREITSLEIVLEIKS-ELBRUSS 148:18
TAMBOVA-GREITSLEIVLEIKS 2:6
GREITSLEIVLEIKS-PLIMUTA 89:2
GREITSLEIVLEIKS-AIZPUTE 101:23
GREITSLEIVLEIKS-MOLDOVA 145:23
DEMBAVA-GREITSLEIVLEIKS 23:47
EIFRATA-GREITSLEIVLEIKS 24:128
KOVROVA-GREITSLEIVLEIKS 24:145
ROSTOVA-GREITSLEIVLEIKS 26:112
GREITSLEIVLEIKS-VAINUTA 103:28
GREITSLEIVLEIKS-BARTUVA 35:28
GREITSLEIVLEIKS-VAIDAVA 107:3
GREITSLEIVLEIKS-RINGUVA 82:37
TRIESTE-GREITSLEIVLEIKS 38:42
TOLJATI-GREITSLEIVLEIKS 39:85
GREITSLEIVLEIKS-LAUKUVA 115:4
DELTUVA-GREITSLEIVLEIKS 42:61
GREITSLEIVLEIKS-KARPATI 81:42
OSTRAVA-GREITSLEIVLEIKS 43:133
UTREHTA-GREITSLEIVLEIKS 44:149
ARARATS-GREITSLEIVLEIKS 44:72
GREITSLEIVLEIKS-ERFURTE 127:46
RIETAVA-GREITSLEIVLEIKS 47:134
GREITSLEIVLEIKS-KUZBASS 34:5
KANDAVA-GREITSLEIVLEIKS 51:137
VAIGUVA-GREITSLEIVLEIKS 52:100
VORKUTA-GREITSLEIVLEIKS 53:72
MANAGVA-GREITSLEIVLEIKS 54:82
GREITSLEIVLEIKS-MASKAVA 92:59
GREITSLEIVLEIKS-VALLETA 66:6
GREITSLEIVLEIKS-BEIRUTA 106:60
GURJEVA-GREITSLEIVLEIKS 60:92
KUNCEVA-GREITSLEIVLEIKS 63:65
