300
VIRTENBERGA-VERDENA 117:133
SJERANEVADA-KARTENA 118:138
PASIENA-KAUGURCIEMS 64:12
VESTLOTJANA-KARTENA 121:139
SJERANEVADA-MUKDENA 122:133
SENTLORENSA-SALIENA 125:138
KARTENA-HAMBERSAIDA 132:129
KARTENA-KIROVOGRADA 137:131
HAIDARABADA-BERGENA 135:147
VERDENA-SIMFEROPOLE 149:139
PASIENA-SKIRSNEMUNE 24:14
SALIENA-SIMFEROPOLE 122:18
KALIFORNIJA-VERDENA 18:83
KIROVOGRADA-SALIENA 19:120
KIROVOGRADA-BERGENA 19:88
KALIFORNIJA-SALIENA 2:57
VERDENA-KAUGURCIEMS 56:20
BASUTOLENDA-SALIENA 20:66
VESTLOTJANA-BERGENA 20:71
VERDENA-TAMMERFORSA 59:21
MUKDENA-VESTLOTJANA 77:22
SENTLORENSA-MUKDENA 26:111
MINEAPOLISA-BERGENA 26:65
KARTENA-SKIRSNEMUNE 87:27
KENSINGTONA-KARTENA 29:125
TAMMERFORSA-KARTENA 3:12
SALIENA-SJERANEVADA 136:3
MUKDENA-SKIRSNEMUNE 87:3
KALIFORNIJA-KARTENA 30:74
SIMFEROPOLE-PASIENA 31:49
PASIENA-PORTOPRENSA 112:34
VERDENA-HAIDARABADA 79:34
MARIENBURGA-VERDENA 36:150
VIRTENBERGA-KARTENA 36:69
BASUTOLENDA-KARTENA 37:109
KARTENA-MARIENBURGA 20:4
MUKDENA-PORTOPRENSA 51:4
BERGENA-SENTLORENSA 98:4
SJERANEVADA-PASIENA 40:106
SKIRSNEMUNE-VERDENA 40:133
MUKDENA-HAIDARABADA 47:42
KENSINGTONA-SALIENA 43:126
MINEAPOLISA-MUKDENA 43:48
SALIENA-VIRTENBERGA 111:44
MUKDENA-KENSINGTONA 123:45
SALIENA-VESTLOTJANA 57:45
HAMBERSAIDA-SALIENA 45:70
PASIENA-HAMBERSAIDA 116:5
KARTENA-PORTOPRENSA 144:50
SALIENA-MINEAPOLISA 142:51
VERDENA-PORTOPRENSA 70:52
BERGENA-SKIRSNEMUNE 147:54
MARIENBURGA-PASIENA 55:128
BERGENA-SJERANEVADA 122:56
PASIENA-MINEAPOLISA 75:56
HAMBERSAIDA-VERDENA 57:123
PORTOPRENSA-SALIENA 58:126
KARTENA-KAUGURCIEMS 98:59
KAUGURCIEMS-MUKDENA 6:8
BERGENA-SIMFEROPOLE 146:61
MUKDENA-KIROVOGRADA 78:61
BASUTOLENDA-VERDENA 63:149
VERDENA-KENSINGTONA 74:65
PASIENA-KENSINGTONA 110:69
VIRTENBERGA-BERGENA 69:94
HAMBERSAIDA-MUKDENA 7:119
KARTENA-HAIDARABADA 120:7
SALIENA-TAMMERFORSA 34:7
TAMMERFORSA-MUKDENA 70:102
KENSINGTONA-BERGENA 72:115
MUKDENA-BASUTOLENDA 81:72
KAUGURCIEMS-BERGENA 73:140
MUKDENA-KALIFORNIJA 142:74
PASIENA-KALIFORNIJA 106:79
BASUTOLENDA-BERGENA 79:109
KALIFORNIJA-BERGENA 8:68
TAMMERFORSA-BERGENA 8:68
MARIENBURGA-MUKDENA 82:137
HAIDARABADA-SALIENA 82:138
PASIENA-TAMMERFORSA 140:82
KIROVOGRADA-VERDENA 84:128
KAUGURCIEMS-SALIENA 86:138
SKIRSNEMUNE-SALIENA 89:103
PASIENA-SENTLORENSA 38:9
SENTLORENSA-KARTENA 9:98
VERDENA-SENTLORENSA 147:91
SIMFEROPOLE-KARTENA 92:113
VIRTENBERGA-MUKDENA 95:139
HAIDARABADA-VIRTENBERGA 0:37
HAMBERSAIDA-VIRTENBERGA 0:64
MINEAPOLISA-VIRTENBERGA 1:57
VIRTENBERGA-SKIRSNEMUNE 144:110
SIMFEROPOLE-VIRTENBERGA 119:124
KAUGURCIEMS-VIRTENBERGA 15:105
KALIFORNIJA-VIRTENBERGA 15:84
BASUTOLENDA-VIRTENBERGA 16:23
VIRTENBERGA-MARIENBURGA 117:36
SENTLORENSA-VIRTENBERGA 47:102
VIRTENBERGA-KENSINGTONA 65:47
VIRTENBERGA-KIROVOGRADA 105:51
VIRTENBERGA-VESTLOTJANA 123:62
TAMMERFORSA-VIRTENBERGA 78:147
SJERANEVADA-VIRTENBERGA 83:129
PORTOPRENSA-VIRTENBERGA 91:126
MARIENBURGA-BASUTOLENDA 36:10
VESTLOTJANA-MARIENBURGA 100:145
SKIRSNEMUNE-MARIENBURGA 114:133
MARIENBURGA-HAMBERSAIDA 137:124
SJERANEVADA-MARIENBURGA 26:136
PORTOPRENSA-MARIENBURGA 27:50
MARIENBURGA-KIROVOGRADA 38:31
KALIFORNIJA-MARIENBURGA 33:42
MARIENBURGA-KENSINGTONA 40:36
SENTLORENSA-MARIENBURGA 51:111
MINEAPOLISA-MARIENBURGA 56:138
MARIENBURGA-SIMFEROPOLE 144:56
KAUGURCIEMS-MARIENBURGA 62:125
TAMMERFORSA-MARIENBURGA 86:89
HAIDARABADA-MARIENBURGA 98:142
FLORENCE-MINEAPOLISA 23:10
KIROVOGRADA-FLORENCE 132:144
FLORENCE-PORTOPRENSA 136:135
FLORENCE-BASUTOLENDA 132:19
HAIDARABADA-FLORENCE 26:68
FLORENCE-HAMBERSAIDA 65:48
FLORENCE-KENSINGTONA 117:54
FLORENCE-SKIRSNEMUNE 104:60
FLORENCE-SJERANEVADA 93:60
TAMMERFORSA-FLORENCE 72:100
FLORENCE-SENTLORENSA 113:72
FLORENCE-VESTLOTJANA 114:86
FLORENCE-KALIFORNIJA 117:86
FLORENCE-KAUGURCIEMS 100:93
SIMFEROPOLE-FLORENCE 95:126
EKVADORA-BASUTOLENDA 1:136
DINKERSA-BASUTOLENDA 102:147
KZILORDA-BASUTOLENDA 116:147
BASUTOLENDA-JOKOHOMA 68:14
BASUTOLENDA-KOSTROMA 150:143
BASUTOLENDA-BALATONS 61:18
ALEKSOTA-BASUTOLENDA 23:32
BASUTOLENDA-BRAITONA 131:24
SKIEMONE-BASUTOLENDA 28:116
BASUTOLENDA-LABANOVA 133:29
AVINJONA-BASUTOLENDA 3:57
BASUTOLENDA-SIRDARJA 33:32
BASUTOLENDA-KROIDONA 94:34
BASUTOLENDA-LISABONA 96:38
BASUTOLENDA-JURBARKA 57:39
BASUTOLENDA-KEMEROVA 117:40
BASUTOLENDA-STOMBOLI 64:41
AMUDARJA-BASUTOLENDA 47:129
SARAGOSA-BASUTOLENDA 48:140
INSBURGA-BASUTOLENDA 60:143
BASUTOLENDA-PALEMONA 72:60
BASUTOLENDA-OKLAHOMA 89:60
BASUTOLENDA-PEREKOPS 88:63
BASUTOLENDA-SIESARTE 113:66
GABORONE-BASUTOLENDA 7:111
MELBURNA-BASUTOLENDA 72:126
BASUTOLENDA-RIODEORO 143:74
BASUTOLENDA-GLAZGOVA 148:76
BASUTOLENDA-HAMBURGA 92:76
BASUTOLENDA-MINESOTA 140:77
DENKERKA-BASUTOLENDA 78:88
OKSFORDA-BASUTOLENDA 9:71
REINJORA-BASUTOLENDA 96:106
BASUTOLENDA-MALJORKA 150:98
VESTENDE-MINEAPOLISA 147:100
TAMMERFORSA-VESTENDE 12:130
VESTENDE-SKIRSNEMUNE 59:14
SJERANEVADA-VESTENDE 19:79
SIMFEROPOLE-VESTENDE 22:64
PORTOPRENSA-VESTENDE 25:99
VESTENDE-KIROVOGRADA 103:31
VESTENDE-SENTLORENSA 103:31
KAUGURCIEMS-VESTENDE 38:140
BASUTOLENDA-VESTENDE 53:106
VESTENDE-KALIFORNIJA 86:60
VESTENDE-HAIDARABADA 138:63
VESTENDE-VESTLOTJANA 116:73
KENSINGTONA-VESTENDE 75:83
VESTENDE-HAMBERSAIDA 107:79
GULBENE-KAUGURCIEMS 135:0
TAMMERFORSA-GULBENE 0:36
MEISENE-SKIRSNEMUNE 47:0
MINEAPOLISA-TRAPENE 1:111
VESTLOTJANA-MINHENE 1:68
BASUTOLENDA-BEBRENE 10:146
KALTENE-KENSINGTONA 27:10
SLOCENE-KIROVOGRADA 104:101
BASUTOLENDA-ZENTENE 101:127
KALTENE-KIROVOGRADA 114:103
TAMMERFORSA-SLOCENE 103:126
VESTLOTJANA-MEISENE 104:112
GULBENE-MINEAPOLISA 119:104
BASUTOLENDA-PILTENE 107:131
TAMMERFORSA-BEBRENE 107:147
PORTOPRENSA-MINHENE 108:112
ZENTENE-SKIRSNEMUNE 122:111
KAUGURCIEMS-ZENTENE 111:125
KAUGURCIEMS-SLOCENE 113:120
KENSINGTONA-PILTENE 113:138
MINEAPOLISA-PILTENE 115:116
HAMBERSAIDA-BEBRENE 117:123
ZENTENE-SJERANEVADA 129:117
GULBENE-HAMBERSAIDA 138:117
KALIFORNIJA-ZENTENE 118:131
KALVENE-KENSINGTONA 137:118
MINEAPOLISA-PILZENE 12:26
KALVENE-KALIFORNIJA 39:12
TRAPENE-HAMBERSAIDA 122:121
SLOCENE-KENSINGTONA 132:127
KALVENE-VESTLOTJANA 110:13
TRAPENE-SKIRSNEMUNE 112:13
TAMMERFORSA-PILTENE 13:64
KALTENE-PORTOPRENSA 91:13
BEBRENE-KALIFORNIJA 144:132
KALTENE-HAMBERSAIDA 140:138
SJERANEVADA-TRAPENE 14:74
KIROVOGRADA-MINHENE 15:110
VESTLOTJANA-SLOCENE 15:125
KALIFORNIJA-TRAPENE 15:41
MINEAPOLISA-MINHENE 15:62
KALVENE-BASUTOLENDA 76:15
BEBRENE-KIROVOGRADA 29:16
PILZENE-KENSINGTONA 68:16
PILZENE-HAMBERSAIDA 49:17
TRAPENE-BASUTOLENDA 32:2
GULBENE-PORTOPRENSA 31:20
MEISENE-SENTLORENSA 139:21
TRAPENE-PORTOPRENSA 61:23
KIROVOGRADA-PILZENE 24:77
BEBRENE-SENTLORENSA 109:25
SENTLORENSA-SLOCENE 26:109
PILZENE-VESTLOTJANA 145:26
ZENTENE-KIROVOGRADA 30:26
PILZENE-TAMMERFORSA 111:27
ZENTENE-TAMMERFORSA 125:27
PILZENE-SJERANEVADA 131:27
KAUGURCIEMS-PILTENE 27:65
TRAPENE-VESTLOTJANA 86:27
BEBRENE-PORTOPRENSA 104:28
KIROVOGRADA-TRAPENE 28:77
ZENTENE-SENTLORENSA 142:29
MINHENE-BASUTOLENDA 14:3
VESTLOTJANA-KALTENE 3:16
SIMFEROPOLE-MEISENE 30:132
KENSINGTONA-ZENTENE 30:42
PORTOPRENSA-ZENTENE 31:103
KALVENE-TAMMERFORSA 148:31
MEISENE-TAMMERFORSA 58:31
PILZENE-SENTLORENSA 94:32
GULBENE-SKIRSNEMUNE 129:33
BASUTOLENDA-MEISENE 34:66
HAMBERSAIDA-SLOCENE 35:124
GULBENE-SENTLORENSA 134:35
VESTLOTJANA-GULBENE 35:96
HAIDARABADA-ZENTENE 37:128
SLOCENE-BASUTOLENDA 124:38
KALVENE-SJERANEVADA 109:39
KALTENE-SKIRSNEMUNE 53:39
KAUGURCIEMS-KALTENE 39:72
SIMFEROPOLE-SLOCENE 39:98
BEBRENE-HAIDARABADA 103:4
KALVENE-SIMFEROPOLE 16:4
SLOCENE-HAIDARABADA 117:40
HAMBERSAIDA-ZENTENE 41:125
SIMFEROPOLE-PILZENE 41:147
HAIDARABADA-PILTENE 42:43
MINEAPOLISA-MEISENE 42:79
MEISENE-SJERANEVADA 60:43
KENSINGTONA-GULBENE 44:114
PILTENE-SENTLORENSA 67:44
GULBENE-SIMFEROPOLE 77:44
PORTOPRENSA-SLOCENE 44:97
KALVENE-MINEAPOLISA 141:45
KALTENE-MINEAPOLISA 116:46
SKIRSNEMUNE-MINHENE 46:121
KALIFORNIJA-PILTENE 47:124
KALTENE-SENTLORENSA 104:49
MINHENE-SENTLORENSA 11:5
PORTOPRENSA-PILTENE 50:122
HAMBERSAIDA-MINHENE 50:133
KALTENE-KALIFORNIJA 102:51
MINHENE-SIMFEROPOLE 111:51
PILTENE-SJERANEVADA 92:51
MINHENE-TAMMERFORSA 95:52
SIMFEROPOLE-TRAPENE 55:57
TRAPENE-KENSINGTONA 106:56
KALVENE-KAUGURCIEMS 100:57
KENSINGTONA-MINHENE 58:73
TRAPENE-HAIDARABADA 125:59
KALVENE-SKIRSNEMUNE 149:59
KAUGURCIEMS-MEISENE 6:46
MINHENE-HAIDARABADA 63:60
KAUGURCIEMS-TRAPENE 62:102
KALVENE-HAIDARABADA 126:62
KALTENE-HAIDARABADA 148:62
SKIRSNEMUNE-PILZENE 63:144
KALTENE-BASUTOLENDA 86:63
GULBENE-BASUTOLENDA 123:64
SKIRSNEMUNE-BEBRENE 64:73
MEISENE-HAMBERSAIDA 150:65
MEISENE-PORTOPRENSA 149:66
ZENTENE-VESTLOTJANA 149:66
KALVENE-PORTOPRENSA 103:67
SLOCENE-SKIRSNEMUNE 131:67
KALIFORNIJA-GULBENE 67:137
KALIFORNIJA-SLOCENE 67:73
KALIFORNIJA-MINHENE 69:138
PILZENE-PORTOPRENSA 78:69
MINEAPOLISA-BEBRENE 69:90
KENSINGTONA-MEISENE 7:122
PILTENE-VESTLOTJANA 113:70
GULBENE-HAIDARABADA 143:70
DINKERSA-ANTVERPENE 70:36
ZENTENE-MINEAPOLISA 95:71
BEBRENE-SJERANEVADA 76:72
MINHENE-KAUGURCIEMS 85:72
KALVENE-HAMBERSAIDA 112:73
TRAPENE-SENTLORENSA 94:73
SJERANEVADA-KALTENE 74:125
PILZENE-KALIFORNIJA 76:74
BEBRENE-KENSINGTONA 97:74
PILZENE-HAIDARABADA 113:76
SJERANEVADA-MINHENE 76:126
ZENTENE-SIMFEROPOLE 132:79
BASUTOLENDA-PILZENE 79:92
SENTLORENSA-KALVENE 8:108
PILTENE-SKIRSNEMUNE 51:8
SIMFEROPOLE-KALTENE 81:134
TRAPENE-TAMMERFORSA 125:82
SIESARTE-ANTVERPENE 82:143
KIROVOGRADA-GULBENE 83:132
MEISENE-KIROVOGRADA 123:84
MEISENE-HAIDARABADA 93:85
KIROVOGRADA-KALVENE 87:107
PILZENE-KAUGURCIEMS 92:87
KALTENE-TAMMERFORSA 100:9
SIMFEROPOLE-PILTENE 90:135
HAMBERSAIDA-PILTENE 91:101
PILTENE-KIROVOGRADA 120:91
SJERANEVADA-SLOCENE 91:122
VESTLOTJANA-BEBRENE 91:128
SIMFEROPOLE-BEBRENE 91:97
MINEAPOLISA-SLOCENE 92:146
MEISENE-KALIFORNIJA 109:96
GULBENE-SJERANEVADA 111:97
KAUGURCIEMS-BEBRENE 99:124
PETROPAVLOVSKA-BENGAZI 51:82
VESTLOTJANA-PUMPENI 12:108
PUMPENI-KALIFORNIJA 102:2
PUMPENI-KAUGURCIEMS 148:20
HAIDARABADA-PUMPENI 21:36
PUMPENI-SIMFEROPOLE 40:22
PUMPENI-SENTLORENSA 124:36
PORTOPRENSA-PUMPENI 37:111
PUMPENI-BASUTOLENDA 111:42
PUMPENI-HAMBERSAIDA 132:6
PUMPENI-MINEAPOLISA 103:73
KIROVOGRADA-PUMPENI 74:117
TAMMERFORSA-PUMPENI 97:148
KILKENIJA-TAMMERFORSA 118:111
KILKENIJA-BASUTOLENDA 127:12
VESTLOTJANA-KILKENIJA 12:42
KILKENIJA-SIMFEROPOLE 139:122
PORTOPRENSA-KILKENIJA 39:143
SENTLORENSA-KILKENIJA 6:94
KIROVOGRADA-KILKENIJA 61:75
KALIFORNIJA-KILKENIJA 67:109
KAUGURCIEMS-KILKENIJA 67:121
HAMBERSAIDA-KILKENIJA 78:107
KILKENIJA-HAIDARABADA 87:81
MINEAPOLISA-KILKENIJA 83:94
MAKENZI-LONDONDERIJA 28:1
MAKENZI-STARAPLANINA 125:19
MONTGOMERIJA-MAKENZI 20:147
KRASNOVODSKA-MAKENZI 23:35
BALTKRIEVIJA-MAKENZI 44:81
NAROFOMINSKA-MAKENZI 57:77
KRASNOKAMSKA-MAKENZI 7:120
KENTERBERIJA-MAKENZI 71:78
RIETUMINDIJA-MAKENZI 89:120
MAKENZI-KRAMAMTORSKA 122:94
KRASNOJARSKA-MAKENZI 97:121
LONDONDERIJA-KAJENNA 11:69
RAVENNA-KRASNOVODSKA 120:110
KRASNOJARSKA-RAVENNA 110:139
RAVENNA-KENTERBERIJA 97:19
RAVENNA-KRASNOKAMSKA 104:2
KAJENNA-STARAPLANINA 72:20
BALTKRIEVIJA-KAJENNA 31:40
KRASNOVODSKA-KAJENNA 40:125
RAVENNA-BALTKRIEVIJA 87:40
RAVENNA-NAROFOMINSKA 134:41
RAVENNA-STARAPLANINA 55:5
MONTGOMERIJA-RAVENNA 5:8
KAJENNA-NAROFOMINSKA 97:62
KAJENNA-MONTGOMERIJA 75:64
KAJENNA-KRASNOJARSKA 121:68
KENTERBERIJA-KAJENNA 72:103
KAJENNA-KRASNOKAMSKA 119:8
LONDONDERIJA-RAVENNA 9:52
KZILORDA-PORTOPRENSA 0:16
KALVARIJA-PORTPRENSA 1:139
SIRDARJA-SENTLORENSA 1:14
PORTOPRENSA-DENKERKA 75:1
SENTLORENSA-OKSFORDA 105:100
DINKERSA-SENTLORENSA 100:119
MINESOTA-SENTLORENSA 108:134
PORTOPRENSA-HAMBURGA 138:112
KZILORDA-SENTLORENSA 113:143
SENTLORENSA-LABANOVA 146:135
SENTLORENSA-RIODEORO 131:14
JURBARKA-SENTLORENSA 14:97
PORTPRENSA-PRETORIJA 84:16
SENTLORENSA-SARAGOSA 73:19
PORTPRENSA-KOSTARIKA 30:2
PORTPRENSA-ZVIEDRIJA 34:26
MALJORKA-PORTOPRENSA 3:72
MELBURNA-SENTLORENSA 33:41
VIKTORIJA-PORTPRENSA 33:57
PORTOPRENSA-MELBURNA 144:34
INSBURGA-SENTLORENSA 36:57
VERAKRUSA-PORTPRENSA 40:106
SENTLORENSA-AMUDARJA 53:42
KEMEROVA-SENTLORENSA 49:77
PORTPRENSA-NOVGORODA 121:5
GLAZGOVA-SENTLORENSA 53:100
KALABRIJA-PORTPRENSA 53:131
TAGANROGA-PORTPRENSA 54:109
SENTLORENSA-HAMBURGA 62:57
BELGORODA-PORTPRENSA 59:70
INSBURGA-PORTOPRENSA 62:134
PORTPRENSA-FLANDRIJA 147:69
SENTLORENSA-DENKERKA 92:72
PORTPRENSA-PORTORIKO 102:81
PORTOPRENSA-DINKERSA 97:84
SIESARTE-SENTLORENSA 86:104
PORTOPRENSA-SIRDARJA 127:87
JURBARKA-PORTOPRENSA 9:101
AMUDARJA-PORTOPRENSA 9:119
SIESARTE-PORTOPRENSA 9:145
ALEKSOTA-SENTLORENSA 91:118
OKSFORDA-PORTOPRENSA 93:130
MALJORKA-SENTLORENSA 94:137
PETROPAVLOVSKA-KENSINGTONA 43:106
BASUTOLENDA-FERMENTA 10:123
FERMENTA-VESTLOTJANA 139:113
MINEAPOLISA-FERMENTA 129:135
FERMENTA-KIROVOGRADA 144:19
FERMENTA-HAMBERSAIDA 87:26
FERMENTA-PORTOPRENSA 40:30
FERMENTA-HAIDARABADA 109:47
SIMFEROPOLE-FERMENTA 49:86
KAUGURCIEMS-FERMENTA 56:136
SENTLORENSA-FERMENTA 86:103
KALIFORNIJA-FERMENTA 86:124
TAMMERFORSA-FERMENTA 9:11
PETROPAVLOVSKA-ZENTENE 77:87
PETROPAVLOVSKA-SENTLORENSA 75:142
BORNEO-MINEAPOLISA 40:10
KAUGURCIEMS-BORNEO 101:116
BORNEO-TAMMERFORSA 79:33
BORNEO-VESTLOTJANA 55:34
BORNEO-PORTOPRENSA 37:4
KALIFORNIJA-BORNEO 40:67
BORNEO-HAMBERSAIDA 96:5
BORNEO-SENTLORENSA 121:54
HAIDARABADA-BORNEO 58:127
BASUTOLENDA-BORNEO 61:113
BORNEO-KIROVOGRADA 116:67
SIMFEROPOLE-BORNEO 98:99
RIODEORO-HAIDARABADA 118:108
HAMBERSAIDA-RIODEORO 15:142
SIMFEROPOLE-RIODEORO 19:75
RIODEORO-MINEAPOLISA 106:31
TAMMERFORSA-RIODEORO 31:69
KAUGURCIEMS-RIODEORO 45:85
RIODEORO-PORTOPRENSA 85:54
VESTLOTJANA-RIODEORO 8:128
KANBERA-HAMBERSAIDA 48:11
HAIDARABADA-KANBERA 121:123
HAIDARABADA-OLSTERA 13:21
KAUGURCIEMS-DENVERA 16:80
OLSTERA-KAUGURCIEMS 73:25
SIMFEROPOLE-KANBERA 34:102
OLSTERA-HAMBERSAIDA 73:36
DENVERA-HAIDARABADA 141:38
SIMFEROPOLE-OLSTERA 40:68
OLSTERA-TAMMERFORSA 68:41
KANBERA-KAUGURCIEMS 52:42
TAMMERFORSA-KANBERA 58:137
TAMMERFORSA-DENVERA 66:129
SIMFEROPOLE-DENVERA 81:110
DENVERA-HAMBERSAIDA 138:81
SKAGERAKS-SIMFEROPOLE 78:26
SKAGERAKS-TAMMERFORSA 83:34
SKAGERAKS-KAUGURCIEMS 77:50
SKAGERAKS-HAMBERSAIDA 119:66
SJERANEVADA-NOVOMOSKOVSKA 121:114
OKLAKOMSITIJA-SJERANEVADA 48:98
DIMITROVGRADA-SJERANEVADA 50:149
KAUGURCIEMS-KENTERBERIJA 130:143
SIMFEROPOLE-KENTERBERIJA 34:109
HAMBERSAIDA-KENTERBERIJA 7:45
KENTERBERIJA-TAMMERFORSA 136:76
AMSTERDAMA-SIMFEROPOLE 72:16
AMSTERDAMA-TAMMERFORSA 49:44
HAMBERSAIDA-AMSTERDAMA 59:105
PETROPAVLOVSKA-VERDENA 127:149
TAMMERFORSA-LAUTERE 104:80
TAMMERFORSA-CIECERE 11:71
TAMPERE-HAMBERSAIDA 143:110
SIMFEROPOLE-TAMPERE 27:133
SIMFEROPOLE-LAUTERE 40:91
HAMBERSAIDA-CIECERE 59:114
HAMBERSAIDA-LAUTERE 8:99
CIECERE-SIMFEROPOLE 139:95
TAMPERE-TAMMERFORSA 110:99
PEREKOPS-PETROPAVLOVSKA 147:61
TAMMERFORSA-SIMFEROPOLE 141:58
HAMBERSAIDA-TAMMERFORSA 6:56
VIRTENBERGA-BALATONS 57:1
VIRTENBERGA-HAMBURGA 49:10
VIRTENBERGA-MALJORKA 144:103
TURMANTA-VIRTENBERGA 105:131
DENKERKA-VIRTENBERGA 114:115
VIRTENBERGA-REINJORA 132:123
VIRTENBERGA-NIKOPOLE 144:128
VIRTENBERGA-JANOPOLE 33:13
VIRTENBERGA-PALEMONA 143:130
VIRTENBERGA-VESTENDE 119:14
VIRTENBERGA-KZILORDA 89:14
VIRTENBERGA-SARAGOSA 65:15
VIRTENBERGA-SIRDARJA 105:17
INSBURGA-VIRTENBERGA 19:135
VIRTENBERGA-HELSINKI 145:19
VIRTENBERGA-BELMANTA 25:19
VIRTENBERGA-BRISTOLE 73:19
KROIDONA-VIRTENBERGA 2:116
MELBURNA-VIRTENBERGA 2:116
VIRTENBERGA-BANGKOKA 27:20
VIRTENBERGA-VALGUNDE 50:23
KEMEROVA-VIRTENBERGA 23:57
VIRTENBERGA-GABORONE 122:24
KAZDANGA-VIRTENBERGA 25:128
VIRTENBERGA-EKVADORA 148:3
KATMANDU-VIRTENBERGA 3:31
STOMBOLI-VIRTENBERGA 31:89
VIRTENBERGA-SORBONNA 75:32
VIRTENBERGA-PEREKOPS 64:33
KRETINGA-VIRTENBERGA 34:129
VIRTENBERGA-GALIPOLE 58:36
LITLROKA-VIRTENBERGA 37:125
FERMENTA-VIRTENBERGA 40:94
VIRTENBERGA-JITLANDE 90:44
GOTLANDE-VIRTENBERGA 46:64
VIRTENBERGA-LABANOVA 40:5
VIRTENBERGA-SIESARTE 96:51
OKSFORDA-VIRTENBERGA 56:129
VIRTENBERGA-BANDUNGA 141:58
VIRTENBERGA-BRAITONA 115:59
DOTMUNDA-VIRTENBERGA 63:92
ALEKSOTA-VIRTENBERGA 64:96
LOTRINGA-VIRTENBERGA 67:78
VIRTENBERGA-RIODEORO 117:68
VIRTENBERGA-AMUDARJA 107:69
AVINJONA-VIRTENBERGA 71:83
VIRTENBERGA-SKIEMONE 108:73
VIRTENBERGA-JURBARKA 115:73
VIRTENBERGA-RADOPOLE 77:74
VIRTENBERGA-FLORENCE 41:75
VIRTENBERGA-DINKERSA 87:78
VIRTENBERGA-HONKONGA 95:8
KORNVOLA-VIRTENBERGA 80:116
GLAZGOVA-VIRTENBERGA 81:132
JOKOHOMA-VIRTENBERGA 83:148
KOSTROMA-VIRTENBERGA 84:129
VIRTENBERGA-VERMONTA 105:87
VIRTENBERGA-MINESOTA 136:89
VIRTENBERGA-MANITOBA 135:91
BABRUNGA-VIRTENBERGA 92:94
OKLAHOMA-VIRTENBERGA 96:109
LISABONA-VIRTENBERGA 97:103
PETROPAVLOVSKA-BERGENA 41:122
LAUDERI-HAMBERSAIDA 110:102
BENDERI-SIMFEROPOLE 116:46
SIMFEROPOLE-LAUDERI 94:115
HAMBERSAIDA-BENDERI 98:127
BANDARSERIBEGAVA-SIESARTE 139:39
LONDONDERIJA-DINKERSA 52:0
MONTGOMERIJA-KROIDONA 73:10
LONDONDERIJA-STOMBOLI 143:102
LONDONDERIJA-KORNVOLA 136:103
RIODEORO-MONTGOMERIJA 106:118
LONDONDERIJA-LITLROKA 123:106
KENTERBERIJA-DENKERKA 121:108
REINJORA-LONDONDERIJA 109:110
OKSFORDA-MONTGOMERIJA 11:141
GABORONE-LONDONDERIJA 113:122
KZILORDA-KENTERBERIJA 114:14
MONTGOMERIJA-GLAZGOVA 146:119
MONTGOMERIJA-DINKERSA 150:119
KAZDANGA-LONDONDERIJA 12:41
MALJORKA-LONDONDERIJA 12:61
BRAITONA-LONDONDERIJA 12:86
RIODEORO-LONDONDERIJA 124:125
KENTERBERIJA-MELBURNA 134:125
INSBURGA-MONTGOMERIJA 134:140
TURMANTA-LONDONDERIJA 138:150
MONTGOMERIJA-ALEKSOTA 146:144
MELBURNA-LONDONDERIJA 15:109
HAMBURGA-KENTERBERIJA 15:128
EKVADORA-LONDONDERIJA 15:41
MONTGOMERIJA-DENKERKA 48:15
OKSFORDA-KENTERBERIJA 16:125
SIRDARJA-LONDONDERIJA 16:144
VERMONTA-LONDONDERIJA 18:108
MINESOTA-MONTGOMERIJA 18:38
MONTGOMERIJA-GABORONE 112:19
BRISTOLE-LONDONDERIJA 2:62
BELMANTA-LONDONDERIJA 20:40
ALEKSOTA-LONDONDERIJA 20:92
INSBURGA-LONDONDERIJA 21:134
LONDONDERIJA-GLAZGOVA 87:21
OKLAHOMA-LONDONDERIJA 23:72
KENTERBERIJA-DINKERSA 102:26
SIESARTE-KENTERBERIJA 26:108
LOTRINGA-LONDONDERIJA 26:94
KEMEROVA-MONTGOMERIJA 27:133
LABANOVA-MONTGOMERIJA 27:135
MONTGOMERIJA-KZILORDA 60:3
MONTGOMERIJA-SARAGOSA 43:30
LISABONA-MONTGOMERIJA 32:40
KROIDONA-LONDONDERIJA 32:64
MONTGOMERIJA-PEREKOPS 81:32
KENTERBERIJA-MALJORKA 124:33
JURBARKA-KENTERBERIJA 33:59
MONTGOMERIJA-AMUDARJA 128:34
NIKOPOLE-LONDONDERIJA 35:96
MONTGOMERIJA-HAMBURGA 93:37
BRAITONA-MONTGOMERIJA 39:142
LONDONDERIJA-JOKOHOMA 79:39
LONDONDERIJA-KEMEROVA 135:4
MALJORKA-MONTGOMERIJA 4:18
LONDONDERIJA-MANITOBA 44:41
SIRDARJA-MONTGOMERIJA 42:85
MINESOTA-LONDONDERIJA 43:69
MONTGOMERIJA-BALATONS 101:44
KOSTROMA-LONDONDERIJA 44:125
OKSFORDA-LONDONDERIJA 45:122
JURBARKA-LONDONDERIJA 47:125
LONDONDERIJA-HONKONGA 111:50
BABRUNGA-LONDONDERIJA 50:65
BANDUNGA-LONDONDERIJA 52:109
LONDONDERIJA-HELSINKI 64:56
LONDONDERIJA-PALEMONA 83:59
LONDONDERIJA-LISABONA 84:59
