299
SALVANA-TENESIJA 0:102
LOKARNA-TJANDZINA 98:135
SAKSIJA-VAIOMINGA 98:137
ZENTENE-VECBILSKA 98:142
KARMELITI-SIDNEJA 98:144
MINHENE-GVATEMALA 98:28
CEILONA-USURIJSKA 98:4
UGUNSZEME-TOMBUKA 98:42
SLOVAKIJA-KAMBIJA 98:46
MAJORKA-MAFEKINGA 98:49
KAIBALA-GVAJAKILA 98:56
PASVALE-CARNIKAVA 98:57
ARIZONA-GVATEMALA 98:57
VIDZEME-USURIJSKA 98:58
PORTSMUTA-DAMASKA 98:61
ALABAMA-GAIGALAVA 98:61
MAUNALOA-ARMAVIRA 98:62
CINCINATI-ANGLIJA 98:75
PEDEDZE-BARSELONA 98:8
BRAZILJA-LUISVILA 98:80
EGLAINE-FUDZIJAMA 98:80
ORINOKO-ASUNSJONA 98:88
PLATONE-MALAIZIJA 98:92
TJANDZINA-SILMALA 98:94
KAIBALA-KENTUKIJA 98:97
KATMANDU-UDMRTIJA 99:103
SEVERNA-USURIJSKA 99:103
KRIMULDA-KARLAILA 99:107
GRUZIJA-VAIOMINGA 99:109
KAJENNA-ASUNSJONA 99:110
IGAUNIJA-AUSTRIJA 99:116
AIZVOLGA-KARLAILA 99:120
BRRONKSA-BAHREINA 99:124
LUCERNA-MAZSALACA 99:136
VALGUNDE-KARLAILA 99:137
LOKARNA-FUDZIJAMA 99:14
PENKULE-FUDZIJAMA 99:140
VALGUNDE-RUDAMINA 99:142
EGLAINE-ARKANZASA 99:143
USTRONE-BALTIMORA 99:149
AMAZONE-BARSELONA 99:16
LIVORNA-MALAIZIJA 99:18
LOKARNA-SLOVAKIJA 99:21
PASVALE-KENTUKIJA 99:21
UGUNSZEME-SEVILJA 99:23
KATMANDU-AIZVOLGA 99:25
NUKUALOFA-ULBROKA 99:25
AIZVOLGA-UDMRTIJA 99:27
VILGALE-MAFEKINGA 99:30
AUSTRIJA-TENESIJA 99:32
ASUNSJONA-MIRNIJA 99:34
PORTSMUTA-KORSIKA 99:36
BRUKLINA-LUISVILA 99:38
POCIEMS-BARSELONA 99:39
DAIVANA-BOBRUJSKA 99:39
PIEVOLGA-BEREZINA 99:59
TELAVIVA-KARLAILA 99:59
TJANDZINA-GRUZIJA 99:6
VECBILSKA-KAMPALA 99:66
BALTEZERS-POLOCKA 99:7
OGLAINE-SLOVAKIJA 99:72
VECBILSKA-KAPSUKA 99:76
BRAZILJA-UDMRTIJA 99:78
MALAIZIJA-DAMASKA 99:81
PALERMO-TJANDZINA 99:87
BALTEZERS-BRUNEJA 99:9
BALTEZERS-MIRNIJA 99:92
BAHREINA-ETIOPIJA 99:94
ARKANZASITIJA-ALABAMA 0:83
PETROZAVODSKA-ALABAMA 127:68
NORTAMBERLENDA-BABELMANDEBA 127:67
HANTIMANSIJSKA-BABELMANDEBA 38:23
SANSALVADORA-KASABLANKA 120:81
KRAMAMTORSKA-KASABLANKA 32:80
LONDONDERIJA-KASABLANKA 34:117
RIETUMINDIJA-KASABLANKA 54:65
BABELMANDEBA-KASABLANKA 75:1
PETROZAVODSKA-STABULNIEKI 35:111
ARKANZASITIJA-STABULNIEKI 39:3
ARKANZASA-MAZSALACA 111:84
BARSELONA-MAZSALACA 117:63
KUSTANAJA-MAZSALACA 121:4
MALAIZIJA-MAZSALACA 123:132
TJANDZINA-MAZSALACA 132:57
GVADELUPE-MAZSALACA 140:137
BALTEZERS-MAZSALACA 143:97
BALTIMORA-MAZSALACA 22:87
GVATEMALA-MAZSALACA 23:87
MIROSLAVA-MAZSALACA 30:127
UGUNSZEME-MAZSALACA 33:34
KARMELITI-MAZSALACA 40:0
NUKUALOFA-MAZSALACA 46:119
CINCINATI-MAZSALACA 59:45
MONGOLIJA-MAZSALACA 78:79
PORTSMUTA-MAZSALACA 82:109
VECBILSKA-MAZSALACA 82:128
GAIGALAVA-MAZSALACA 89:77
VESTMINSTERA-RAGACIEMS 13:1
SANSALVADORA-RAGACIEMS 16:5
LONDONDERIJA-RAGACIEMS 37:112
RIETUMINDIJA-RAGACIEMS 62:90
BABELMANDEBA-RAGACIEMS 78:53
KRAMAMTORSKA-RAGACIEMS 94:121
PETROZAVODSKA-GVADELUPE 45:55
ARKANZASITIJA-GVADELUPE 50:1
VALGUNDE-SANSALVADORA 106:104
GOTLANDE-SANSALVADORA 107:29
FLORENCE-SANSALVADORA 116:84
MINDANAO-SANSALVADORA 147:52
JITLANDE-SANSALVADORA 42:70
KATMANDU-SANSALVADORA 49:86
VESTENDE-SANSALVADORA 75:99
DOTMUNDA-SANSALVADORA 77:122
HANTIMANSIJSKA-MAFEKINGA 147:104
NORTAMBERLENDA-MAFEKINGA 76:54
NORTAMBERLENDA-SAFOLKA 12:37
HANTIMANSIJSKA-SAFOLKA 94:121
HANTIMANSIJSKA-RAGACIEMS 124:142
NORTAMBERLENDA-RAGACIEMS 94:120
VESTMINSTERA-VANAGI 119:95
LONDONDERIJA-VANAGI 12:135
NOVOSIBIRSKA-VANAGI 21:125
SANSALVADORA-VANAGI 30:25
BABELMANDEBA-VANAGI 36:3
KRAMAMTORSKA-VANAGI 62:70
JAUNPIEBALGA-VANAGI 69:58
RIETUMINDIJA-VANAGI 70:79
NORTAMBERLENDA-NAHODKA 109:10
HANTIMANSIJSKA-NAHODKA 125:107
HANTIMANSIJSKA-BAHREINA 35:24
NORTAMBERLENDA-BAHREINA 93:57
NORTAMBERLENDA-KAIBALA 91:150
HANTIMANSIJSKA-KAIBALA 93:122
TEGUSIGALPA-ADELAIDA 1:42
LUKSEMBURGA-ADELAIDA 116:18
VALGALCIEMS-ADELAIDA 122:70
LIELPLATONE-ADELAIDA 137:41
STABULNIEKI-ADELAIDA 140:57
RIETUMSOMOA-ADELAIDA 141:13
TAKLAMAKANS-ADELAIDA 146:66
NAUJAMIESTE-ADELAIDA 147:146
HEIDELBERGA-ADELAIDA 22:41
ARTJOMONSKA-ADELAIDA 35:15
SVERDLOVSKA-ADELAIDA 38:78
MARIENBURGA-ADELAIDA 47:38
OREHOZUJEVA-ADELAIDA 58:44
LONGAILENDA-ADELAIDA 75:94
VIRTENBERGA-ADELAIDA 18:108
DRUSKININKI-ADELAIDA 82:60
LIELVIRCAVA-ADELAIDA 90:13
NORTAMBERLENDA-GAIGALAVA 126:75
HANTIMANSIJSKA-GAIGALAVA 60:8
SANSALVADORA-JAMAIKA 106:42
BABELMANDEBA-JAMAIKA 129:8
LONDONDERIJA-JAMAIKA 19:148
KRAMAMTORSKA-JAMAIKA 24:77
RIETUMINDIJA-JAMAIKA 37:68
SVERDLOVSKA-KARLAILA 103:141
VALGALCIEMS-KARLAILA 103:45
DRUSKININKI-KARLAILA 114:29
NAUJAMIESTE-KARLAILA 120:88
LIELPLATONE-KARLAILA 122:2
STABULNIEKI-KARLAILA 123:65
ARTJOMONSKA-KARLAILA 135:103
MARIENBURGA-KARLAILA 137:70
HEIDELBERGA-KARLAILA 14:58
LIELVIRCAVA-KARLAILA 146:79
LONGAILENDA-KARLAILA 37:140
VIRTENBERGA-KARLAILA 46:54
RIETUMSOMOA-KARLAILA 51:45
TAKLAMAKANS-KARLAILA 62:14
LUKSEMBURGA-KARLAILA 69:63
OREHOZUJEVA-KARLAILA 73:17
LUKSEMBURGA-LONGAILENDA 102:64
VIRTENBERGA-LONGAILENDA 103:141
LIELVIRCAVA-LONGAILENDA 104:57
NAUJAMIESTE-LONGAILENDA 117:106
LIELPLATONE-LONGAILENDA 119:80
MARIENBURGA-LONGAILENDA 128:31
TAKLAMAKANS-LONGAILENDA 137:132
STABULNIEKI-LONGAILENDA 149:93
SANSALVADORA-RODAILENDA 150:115
SVERDLOVSKA-LONGAILENDA 17:125
LONDONDERIJA-RODAILENDA 24:71
RIETUMSOMOA-LONGAILENDA 25:10
BABELMANDEBA-RODAILENDA 29:14
HEIDELBERGA-LONGAILENDA 39:61
DRUSKININKI-LONGAILENDA 50:33
KRAMAMTORSKA-RODAILENDA 68:128
RIETUMINDIJA-RODAILENDA 70:125
VALGALCIEMS-LONGAILENDA 87:27
OREHOZUJEVA-LONGAILENDA 90:80
ARTJOMONSKA-LONGAILENDA 97:50
KRAMAMTORSKA-MALAIZIJA 147:149
LONDONDERIJA-MALAIZIJA 4:98
RIETUMINDIJA-MALAIZIJA 76:96
LONDONDERIJA-UKRAINA 13:136
ARTJOMONSKA-SAULAINE 1:135
VIRTENBERGA-SAULAINE 107:71
TAKLAMAKANS-OZOLAINE 112:85
TAKLAMAKANS-SAULAINE 123:137
RIETUMSOMOA-OZOLAINE 129:16
LIELPLATONE-OZOLAINE 149:113
LUKSEMBURGA-OZOLAINE 149:147
VIRTENBERGA-OZOLAINE 17:61
HEIDELBERGA-OZOLAINE 24:119
SVERDLOVSKA-OZOLAINE 24:64
ARTJOMONSKA-OZOLAINE 31:17
VALGALCIEMS-SAULAINE 31:86
MARIENBURGA-SAULAINE 33:119
OREHOZUJEVA-SAULAINE 41:133
LUKSEMBURGA-SAULAINE 43:70
HEIDELBERGA-SAULAINE 50:3
LIELPLATONE-SAULAINE 51:118
VALGALCIEMS-OZOLAINE 52:8
NAUJAMIESTE-SAULAINE 56:89
STABULNIEKI-SAULAINE 68:120
DRUSKININKI-SAULAINE 76:88
RIETUMSOMOA-SAULAINE 77:92
MARIENBURGA-OZOLAINE 78:64
SVERDLOVSKA-SAULAINE 8:0
LIELVIRCAVA-SAULAINE 85:118
OREHOZUJEVA-OZOLAINE 88:67
NAUJAMIESTE-OZOLAINE 90:20
STABULNIEKI-OZOLAINE 90:30
DRUSKININKI-OZOLAINE 91:30
LIELVIRCAVA-OZOLAINE 92:35
NORTAMBERLENDA-VAIOMINGA 15:36
HANTIMANSIJSKA-VAIOMINGA 53:140
NORTAMBERLENDA-BAIREITA 3:8
HANTIMANSIJSKA-BAIREITA 98:140
CINCINATI-KUSTANAJA 8:34
ARKANZASITIJA-GVAJAKILA 121:33
PETROZAVODSKA-GVAJAKILA 53:69
VIRTENBERGA-INDRAJI 104:41
LIELPLATONE-INDRAJI 128:142
NAUJAMIESTE-INDRAJI 133:146
SVERDLOVSKA-INDRAJI 135:64
HEIDELBERGA-INDRAJI 144:85
TAKLAMAKANS-INDRAJI 18:90
RIETUMSOMOA-INDRAJI 20:127
MARIENBURGA-INDRAJI 26:103
OREHOZUJEVA-INDRAJI 28:39
LUKSEMBURGA-INDRAJI 44:132
VALGALCIEMS-INDRAJI 50:61
STABULNIEKI-INDRAJI 55:100
ARTJOMONSKA-INDRAJI 98:113
NORTAMBERLENDA-MAJORKA 22:77
HANTIMANSIJSKA-MAJORKA 50:70
VIRTENBERGA-KATLAKALNS 106:6
LIELPLATONE-KATLAKALNS 119:128
ARTJOMONSKA-KATLAKALNS 123:135
STABULNIEKI-KATLAKALNS 18:66
LUKSEMBURGA-KATLAKALNS 20:82
RIETUMSOMOA-KATLAKALNS 27:41
VALGALCIEMS-KATLAKALNS 34:82
SVERDLOVSKA-KATLAKALNS 39:34
MARIENBURGA-KATLAKALNS 4:83
OREHOZUJEVA-KATLAKALNS 44:64
NAUJAMIESTE-KATLAKALNS 44:66
HEIDELBERGA-KATLAKALNS 61:58
TAKLAMAKANS-KATLAKALNS 68:82
BALTIMORA-TAKLAMAKANS 103:11
PORTSMUTA-TAKLAMAKANS 119:110
ARKANZASA-TAKLAMAKANS 31:121
BALTEZERS-TAKLAMAKANS 47:137
KUSTANAJA-TAKLAMAKANS 48:66
CINCINATI-TAKLAMAKANS 53:126
MALAIZIJA-TAKLAMAKANS 54:48
GVATEMALA-TAKLAMAKANS 56:42
TJANDZINA-TAKLAMAKANS 77:135
UGUNSZEME-TAKLAMAKANS 89:54
SVERDLOVSKA-SLOVAKIJA 10:134
LUKSEMBURGA-SLOVAKIJA 100:82
VIRTENBERGA-SLOVAKIJA 104:142
LIELPLATONE-SLOVAKIJA 112:27
OREHOZUJEVA-SLOVAKIJA 125:11
STABULNIEKI-SLOVAKIJA 129:49
VALGALCIEMS-SLOVAKIJA 135:44
MARIENBURGA-SLOVAKIJA 15:2
HEIDELBERGA-SLOVAKIJA 39:119
NAUJAMIESTE-SLOVAKIJA 53:0
TAKLAMAKANS-SLOVAKIJA 56:38
ARTJOMONSKA-SLOVAKIJA 76:13
RIETUMSOMOA-SLOVAKIJA 92:63
SVERDLOVSKA-GVAJAKILA 100:10
VIRTENBERGA-GVAJAKILA 102:67
MARIENBURGA-GVAJAKILA 11:139
NAUJAMIESTE-GVAJAKILA 14:114
TAKLAMAKANS-GVAJAKILA 37:74
VALGALCIEMS-GVAJAKILA 41:62
STABULNIEKI-GVAJAKILA 53:130
RIETUMSOMOA-GVAJAKILA 55:76
ARTJOMONSKA-GVAJAKILA 66:109
LIELPLATONE-GVAJAKILA 7:8
HEIDELBERGA-GVAJAKILA 82:34
LUKSEMBURGA-GVAJAKILA 85:106
OREHOZUJEVA-GVAJAKILA 90:150
NORTAMBERLENDA-TAKLAMAKANS 143:18
HANTIMANSIJSKA-TAKLAMAKANS 43:19
GULBENE-DIENVIDDAKOTA 0:12
TALLINA-DIENVIDDAKOTA 0:132
KALTENE-DIENVIDDAKOTA 1:27
BENGAZI-DIENVIDDAKOTA 10:128
SEVILJA-DIENVIDDAKOTA 102:56
LATGALE-DIENVIDDAKOTA 102:80
VIDZEME-DIENVIDDAKOTA 103:114
LUCERNA-DIENVIDDAKOTA 103:118
ALABAMA-DIENVIDDAKOTA 104:105
AMERIKA-DIENVIDDAKOTA 106:104
BERGENA-DIENVIDDAKOTA 106:51
NEAPOLE-DIENVIDDAKOTA 108:137
LAZDIJI-DIENVIDDAKOTA 11:127
TERMEZA-DIENVIDDAKOTA 110:51
LAPZEME-DIENVIDDAKOTA 111:51
KAJENNA-DIENVIDDAKOTA 113:2
RAVENNA-DIENVIDDAKOTA 113:42
KORSIKA-DIENVIDDAKOTA 113:65
TURCIJA-DIENVIDDAKOTA 113:81
RAUDONE-DIENVIDDAKOTA 115:106
KAMBIJA-DIENVIDDAKOTA 119:90
BRUNEJA-DIENVIDDAKOTA 12:51
GORKIJA-DIENVIDDAKOTA 120:104
INDRAJI-DIENVIDDAKOTA 122:7
NAHODKA-DIENVIDDAKOTA 123:0
MAJORKA-DIENVIDDAKOTA 123:145
TAIVANA-DIENVIDDAKOTA 125:115
ARIZONA-DIENVIDDAKOTA 125:12
MARVELE-DIENVIDDAKOTA 125:14
PLATONE-DIENVIDDAKOTA 125:22
HERSONA-DIENVIDDAKOTA 127:142
ILMENIS-DIENVIDDAKOTA 127:39
SALIENA-DIENVIDDAKOTA 128:144
TAIZEME-DIENVIDDAKOTA 129:73
SAFOLKA-DIENVIDDAKOTA 13:33
HARBINA-DIENVIDDAKOTA 13:69
ROSTOKA-DIENVIDDAKOTA 13:70
VATERLO-DIENVIDDAKOTA 131:135
SEVERNA-DIENVIDDAKOTA 131:88
VIDAUJA-DIENVIDDAKOTA 133:100
PEDEDZE-DIENVIDDAKOTA 133:150
SIESIKI-DIENVIDDAKOTA 134:48
SALVANA-DIENVIDDAKOTA 137:63
VIDUKLE-DIENVIDDAKOTA 137:98
PAROGLE-DIENVIDDAKOTA 138:40
MEKSIKA-DIENVIDDAKOTA 139:125
SERBIJA-DIENVIDDAKOTA 139:48
LATVIJA-DIENVIDDAKOTA 14:136
KAMPALA-DIENVIDDAKOTA 140:69
KURZEME-DIENVIDDAKOTA 140:76
KAPSUKA-DIENVIDDAKOTA 142:14
LIVORNA-DIENVIDDAKOTA 143:13
SAKSIJA-DIENVIDDAKOTA 144:146
SKOTIJA-DIENVIDDAKOTA 144:4
BOSTONA-DIENVIDDAKOTA 146:142
ZAMBIJA-DIENVIDDAKOTA 146:35
OGLAINE-DIENVIDDAKOTA 147:141
ZAMBEZI-DIENVIDDAKOTA 147:68
RANGUNA-DIENVIDDAKOTA 147:97
HAIFONA-DIENVIDDAKOTA 148:13
GVINEJA-DIENVIDDAKOTA 15:16
VILGALE-DIENVIDDAKOTA 15:31
MAKENZI-DIENVIDDAKOTA 15:84
POCIEMS-DIENVIDDAKOTA 16:17
VERDENA-DIENVIDDAKOTA 16:30
KANTONA-DIENVIDDAKOTA 2:24
LAZDONA-DIENVIDDAKOTA 20:63
PILZENE-DIENVIDDAKOTA 23:112
KAZBEKS-DIENVIDDAKOTA 25:67
ABADANA-DIENVIDDAKOTA 25:68
LOKARNA-DIENVIDDAKOTA 25:9
DUBLINA-DIENVIDDAKOTA 26:130
HARTUMA-DIENVIDDAKOTA 28:100
PILTENE-DIENVIDDAKOTA 28:3
PASVALE-DIENVIDDAKOTA 3:12
SLOCENE-DIENVIDDAKOTA 30:110
CEILONA-DIENVIDDAKOTA 32:99
UKRAINA-DIENVIDDAKOTA 33:123
FORMOZA-DIENVIDDAKOTA 34:9
LONDONA-DIENVIDDAKOTA 35:133
PERLOJA-DIENVIDDAKOTA 35:83
KARTENA-DIENVIDDAKOTA 37:7
GRUZIJA-DIENVIDDAKOTA 37:79
JERSIKA-DIENVIDDAKOTA 38:127
TOTNEMA-DIENVIDDAKOTA 38:64
KVEBEKA-DIENVIDDAKOTA 4:36
POLOCKA-DIENVIDDAKOTA 40:103
HUDZONA-DIENVIDDAKOTA 40:55
MBABANE-DIENVIDDAKOTA 42:3
SILMALA-DIENVIDDAKOTA 42:59
DURBANA-DIENVIDDAKOTA 45:12
TOMBUKA-DIENVIDDAKOTA 45:16
AMAZONE-DIENVIDDAKOTA 46:137
ORINOKO-DIENVIDDAKOTA 46:141
JAMAIKA-DIENVIDDAKOTA 48:103
ABAKANA-DIENVIDDAKOTA 48:39
KAIBALA-DIENVIDDAKOTA 5:12
OREGONA-DIENVIDDAKOTA 51:29
OBELIJA-DIENVIDDAKOTA 52:59
BRATSKA-DIENVIDDAKOTA 52:7
ARAGONA-DIENVIDDAKOTA 52:9
DEMOINA-DIENVIDDAKOTA 55:86
HAVANNA-DIENVIDDAKOTA 56:133
SIDNEJA-DIENVIDDAKOTA 56:48
DAMASKA-DIENVIDDAKOTA 57:36
NANKINA-DIENVIDDAKOTA 59:137
TEBRIZA-DIENVIDDAKOTA 60:127
METELIS-DIENVIDDAKOTA 60:71
DAIVANA-DIENVIDDAKOTA 61:22
LOZANNA-DIENVIDDAKOTA 61:66
GAMBIJA-DIENVIDDAKOTA 62:66
ZENTENE-DIENVIDDAKOTA 63:78
KALVENE-DIENVIDDAKOTA 63:86
TOBRUKA-DIENVIDDAKOTA 64:94
PUIKULE-DIENVIDDAKOTA 66:103
USTRONE-DIENVIDDAKOTA 68:82
GDANSKA-DIENVIDDAKOTA 68:98
BRISELE-DIENVIDDAKOTA 69:59
KAPZEME-DIENVIDDAKOTA 7:74
TRIPOLE-DIENVIDDAKOTA 70:114
PASIENA-DIENVIDDAKOTA 70:50
NIAMEJA-DIENVIDDAKOTA 71:145
ARTJOMA-DIENVIDDAKOTA 76:57
MILVOKI-DIENVIDDAKOTA 78:149
MINHENE-DIENVIDDAKOTA 78:57
ANGLIJA-DIENVIDDAKOTA 79:121
MUKDENA-DIENVIDDAKOTA 79:48
GARONNA-DIENVIDDAKOTA 80:136
MENORKA-DIENVIDDAKOTA 82:131
ULBROKA-DIENVIDDAKOTA 82:54
PAKROJA-DIENVIDDAKOTA 83:2
ZEMGALE-DIENVIDDAKOTA 84:21
SEIRIJI-DIENVIDDAKOTA 85:106
MIRNIJA-DIENVIDDAKOTA 85:144
BOMBEJA-DIENVIDDAKOTA 87:51
TRAPENE-DIENVIDDAKOTA 88:103
ISIKULS-DIENVIDDAKOTA 88:48
EGLAINE-DIENVIDDAKOTA 89:28
BALTIJA-DIENVIDDAKOTA 89:40
ARKTIKA-DIENVIDDAKOTA 90:61
SAIGONA-DIENVIDDAKOTA 94:119
VERSEKA-DIENVIDDAKOTA 95:47
PENKULE-DIENVIDDAKOTA 96:121
RUMBULA-DIENVIDDAKOTA 98:62
PALERMO-DIENVIDDAKOTA 99:129
MEISENE-DIENVIDDAKOTA 99:97
HANTIMANSIJSKA-PAKROJA 110:32
NORTAMBERLENDA-PAKROJA 115:91
TAKLAMAKANS-SANTAKRUSA 110:142
MARIENBURGA-SANTAKRUSA 115:142
HEIDELBERGA-SANTAKRUSA 139:131
LIELPLATONE-SANTAKRUSA 20:99
STABULNIEKI-SANTAKRUSA 28:34
SVERDLOVSKA-SANTAKRUSA 29:25
VALGALCIEMS-SANTAKRUSA 33:56
VIRTENBERGA-SANTAKRUSA 41:1
ARTJOMONSKA-SANTAKRUSA 41:115
OREHOZUJEVA-SANTAKRUSA 46:102
NAUJAMIESTE-SANTAKRUSA 48:126
RIETUMSOMOA-SANTAKRUSA 48:72
LUKSEMBURGA-SANTAKRUSA 80:141
NORTAMBERLENDA-SAKSIJA 0:81
HANTIMANSIJSKA-SAKSIJA 80:100
NORTAMBERLENDA-JAKUTIJA 37:100
HANTIMANSIJSKA-JAKUTIJA 98:106
KUSTANAJA-GVATEMALA 109:76
RIETUMSOMOA-KAMPALA 11:32
OREHOZUJEVA-KAMPALA 110:119
NAUJAMIESTE-SILMALA 111:89
BALTEZERS-GVATEMALA 118:83
ARKANZASA-GVATEMALA 123:40
SVERDLOVSKA-KAMPALA 129:12
MARIENBURGA-SILMALA 130:107
TJANDZINA-GVATEMALA 136:42
LIELPLATONE-SILMALA 140:118
RIETUMSOMOA-SILMALA 140:47
ARTJOMONSKA-KAIBALA 142:122
LUKSEMBURGA-KAIBALA 146:140
LUKSEMBURGA-SILMALA 149:138
LUKSEMBURGA-KAMPALA 15:135
HEIDELBERGA-KAIBALA 18:82
STABULNIEKI-KAMPALA 19:135
UGUNSZEME-GVATEMALA 19:47
MARIENBURGA-KAMPALA 20:135
NAUJAMIESTE-KAIBALA 20:9
VIRTENBERGA-SILMALA 24:47
OREHOZUJEVA-SILMALA 26:8
VIRTENBERGA-KAIBALA 29:73
NAUJAMIESTE-KAMPALA 35:102
LIELPLATONE-KAMPALA 35:67
SVERDLOVSKA-KAIBALA 36:143
SVERDLOVSKA-SILMALA 45:114
STABULNIEKI-KAIBALA 45:31
HEIDELBERGA-SILMALA 46:90
ARTJOMONSKA-KAMPALA 49:61
BALTIMORA-GVATEMALA 56:100
ARTJOMONSKA-SILMALA 63:58
VALGALCIEMS-SILMALA 64:2
TAKLAMAKANS-KAIBALA 64:44
LIELPLATONE-KAIBALA 64:55
MALAIZIJA-GVATEMALA 67:149
VALGALCIEMS-KAMPALA 69:101
PORTSMUTA-GVATEMALA 69:114
MARIENBURGA-KAIBALA 69:34
VALGALCIEMS-KAIBALA 69:54
STABULNIEKI-SILMALA 74:1
TAKLAMAKANS-KAMPALA 87:113
VIRTENBERGA-KAMPALA 87:25
RIETUMSOMOA-KAIBALA 88:17
TAKLAMAKANS-SILMALA 93:70
HEIDELBERGA-KAMPALA 97:43
CINCINATI-GVATEMALA 97:5
OREHOZUJEVA-KAIBALA 98:60
TAKLAMAKANS-MAZSALACA 103:83
SVERDLOVSKA-MAZSALACA 116:119
NAUJAMIESTE-MAZSALACA 121:24
OREHOZUJEVA-MAZSALACA 127:55
LIELPLATONE-MAZSALACA 128:24
STABULNIEKI-MAZSALACA 135:87
VALGALCIEMS-MAZSALACA 137:10
ARTJOMONSKA-MAZSALACA 144:93
LUKSEMBURGA-MAZSALACA 39:29
RIETUMSOMOA-MAZSALACA 45:28
VIRTENBERGA-MAZSALACA 56:149
MARIENBURGA-MAZSALACA 78:74
HEIDELBERGA-MAZSALACA 81:112
MARIENBURGA-GAIGALAVA 10:142
STABULNIEKI-GAIGALAVA 108:133
OREHOZUJEVA-GAIGALAVA 112:136
VIRTENBERGA-GAIGALAVA 112:63
ARTJOMONSKA-GAIGALAVA 12:138
LUKSEMBURGA-GAIGALAVA 20:143
VALGALCIEMS-GAIGALAVA 24:93
TAKLAMAKANS-GAIGALAVA 28:38
HEIDELBERGA-GAIGALAVA 60:39
NAUJAMIESTE-GAIGALAVA 64:141
RIETUMSOMOA-GAIGALAVA 73:122
SVERDLOVSKA-GAIGALAVA 96:67
ARTJOMONSKA-VALGALCIEMS 12:47
NAUJAMIESTE-VALGALCIEMS 18:39
LUKSEMBURGA-VALGALCIEMS 25:96
STABULNIEKI-VALGALCIEMS 32:145
TAKLAMAKANS-VALGALCIEMS 4:83
SVERDLOVSKA-VALGALCIEMS 42:4
VIRTENBERGA-VALGALCIEMS 46:33
MARIENBURGA-VALGALCIEMS 65:107
RIETUMSOMOA-VALGALCIEMS 76:101
OREHOZUJEVA-VALGALCIEMS 80:129
OREHOZUJEVA-GOTVALDOVA 0:104
STABULNIEKI-GOTVALDOVA 121:138
ARTJOMONSKA-GOTVALDOVA 19:140
LUKSEMBURGA-GOTVALDOVA 2:88
RIETUMSOMOA-GOTVALDOVA 46:82
TAKLAMAKANS-GOTVALDOVA 52:66
MARIENBURGA-GOTVALDOVA 56:64
SVERDLOVSKA-GOTVALDOVA 66:30
NAUJAMIESTE-GOTVALDOVA 80:95
VIRTENBERGA-GOTVALDOVA 92:86
OREHOZUJEVA-PASVALE 101:43
TAKLAMAKANS-LATGALE 106:149
STABULNIEKI-VILGALE 106:7
ARTJOMONSKA-PASVALE 108:59
NAUJAMIESTE-LATGALE 11:136
LUKSEMBURGA-ZEMGALE 11:64
VIRTENBERGA-ZEMGALE 111:51
TAKLAMAKANS-PASVALE 111:92
ARTJOMONSKA-LATGALE 113:116
OREHOZUJEVA-ZEMGALE 114:131
RIETUMSOMOA-ZEMGALE 118:132
SVERDLOVSKA-ZEMGALE 122:74
TAKLAMAKANS-VILGALE 131:50
VIRTENBERGA-LATGALE 132:59
SVERDLOVSKA-LATGALE 133:43
LUKSEMBURGA-LATGALE 138:140
OREHOZUJEVA-LATGALE 14:101
STABULNIEKI-PASVALE 140:86
MARIENBURGA-VILGALE 146:0
LUKSEMBURGA-PASVALE 146:102
ARTJOMONSKA-VILGALE 148:41
TAKLAMAKANS-ZEMGALE 19:62
LUKSEMBURGA-VILGALE 24:5
VIRTENBERGA-VILGALE 29:145
STABULNIEKI-ZEMGALE 3:96
STABULNIEKI-LATGALE 4:72
MARIENBURGA-ZEMGALE 47:121
RIETUMSOMOA-LATGALE 49:144
NAUJAMIESTE-VILGALE 49:35
MARIENBURGA-LATGALE 56:122
RIETUMSOMOA-VILGALE 59:3
RIETUMSOMOA-PASVALE 72:29
OREHOZUJEVA-VILGALE 72:64
SVERDLOVSKA-VILGALE 73:86
VIRTENBERGA-PASVALE 75:95
MARIENBURGA-PASVALE 78:55
ARTJOMONSKA-ZEMGALE 86:96
SVERDLOVSKA-PASVALE 88:135
NAUJAMIESTE-PASVALE 89:88
NAUJAMIESTE-ZEMGALE 9:29
LUKSEMBURGA-SJERALEONE 1:139
OREHOZUJEVA-SJERALEONE 109:132
SVERDLOVSKA-SJERALEONE 131:101
MARIENBURGA-SJERALEONE 133:144
VIRTENBERGA-SJERALEONE 142:103
TAKLAMAKANS-SJERALEONE 15:101
STABULNIEKI-SJERALEONE 2:147
NAUJAMIESTE-SJERALEONE 22:39
ARTJOMONSKA-SJERALEONE 3:96
RIETUMSOMOA-SJERALEONE 9:80
BRISELE-JAUNPIEBALGA 10:142
PENKULE-JAUNPIEBALGA 100:23
TOTNEMA-JAUNPIEBALGA 100:93
OBELIJA-JAUNPIEBALGA 101:53
SAFOLKA-JAUNPIEBALGA 101:84
GVINEJA-JAUNPIEBALGA 105:79
NANKINA-JAUNPIEBALGA 106:32
JERSIKA-JAUNPIEBALGA 107:14
DAMASKA-JAUNPIEBALGA 108:121
PLATONE-JAUNPIEBALGA 108:123
HARBINA-JAUNPIEBALGA 112:64
LONDONA-JAUNPIEBALGA 114:61
RAUDONE-JAUNPIEBALGA 115:123
PAROGLE-JAUNPIEBALGA 116:130
NIAMEJA-JAUNPIEBALGA 116:99
