100
SINSITIJA-LIZUMS 0:122
LEJASSTRAZDI-KAHOVSKA 105:146
KANZASSITIJA-KIROVSKA 117:113
PONAKSTEETLS-KAHOVSKA 47:11
LEJASSTRAZDI-KIROVSKA 82:34
KANZASSITIJA-KAHOVSKA 96:6
PONAKSTEETLS-KIROVSKA 99:59
VAGADUGU-SEVASTOPOLE 17:0
HOLIVUDA-SEVASTOPOLE 76:146
KANZASSITIJA-PEIPUSS 125:94
LEJASSTRAZDI-PEIPUSS 47:131
PONAKSTEETLS-PEIPUSS 68:81
EVERESTS-LEJASSTRAZDI 15:130
ALAUKSTS-LEJASSTRAZDI 18:87
VAGADUGU-LEJASSTRAZDI 69:130
KRAKATAU-LEJASSTRAZDI 72:34
HOLIVUDA-LEJASSTRAZDI 86:137
LEJASSTRAZDI-MADRASA 16:78
KANZASSITIJA-MADRASA 42:146
BUENOSAIRESA-MADRASA 56:38
PONAKSTEETLS-MADRASA 92:94
KANZASSITIJA-NEBRASKA 100:26
LEJASSTRAZDI-NEBRASKA 70:122
PONAKSTEETLS-NEBRASKA 78:83
KARPATI-BUENOSAIRESA 100:95
SANHOSE-BUENOSAIRESA 106:46
MACESTA-BUENOSAIRESA 108:121
ELBRUSS-BUENOSAIRESA 109:8
PLIMUTA-BUENOSAIRESA 121:91
BEBRUSI-BUENOSAIRESA 123:117
KUZBASS-BUENOSAIRESA 123:144
PEIPUSS-BUENOSAIRESA 125:133
LAPLATA-BUENOSAIRESA 125:25
TORONTO-BUENOSAIRESA 13:52
EIFRATA-BUENOSAIRESA 131:41
TARENTO-BUENOSAIRESA 136:15
ARARATS-BUENOSAIRESA 136:49
VALLETA-BUENOSAIRESA 138:72
AIZPUTE-BUENOSAIRESA 142:40
PRIPETE-BUENOSAIRESA 147:105
TOLJATI-BUENOSAIRESA 2:97
TBILISI-BUENOSAIRESA 31:33
DONBASS-BUENOSAIRESA 34:134
KUTAISI-BUENOSAIRESA 38:88
DUBULTI-BUENOSAIRESA 44:138
BIZERTA-BUENOSAIRESA 45:16
DORSETA-BUENOSAIRESA 45:97
KALKUTA-BUENOSAIRESA 47:28
KUMPOTE-BUENOSAIRESA 56:68
SALANTA-BUENOSAIRESA 58:115
ERFURTE-BUENOSAIRESA 59:104
VORKUTA-BUENOSAIRESA 74:14
ATLANTA-BUENOSAIRESA 75:47
BEIRUTA-BUENOSAIRESA 81:27
TRIESTE-BUENOSAIRESA 81:75
KUVEITA-BUENOSAIRESA 87:130
VAINUTA-BUENOSAIRESA 91:27
UTREHTA-BUENOSAIRESA 93:72
KAUNATA-BUENOSAIRESA 96:46
KANZASSITIJA-KINROSA 0:50
PONAKSTEETLS-KINROSA 58:68
BUENOSAIRESA-KINROSA 91:132
LEJASSTRAZDI-KINROSA 93:83
SEVASTOPOLE-VENERS 115:45
SAULESKALNS-VENERS 125:94
KESONSITIJA-VENERS 136:5
SKAISTKALNE-VENERS 144:58
KONEKTIKUTA-VENERS 4:93
JUGLASCIEMS-VENERS 43:47
MURMASTIENE-VENERS 46:116
ZILAISKALNS-VENERS 53:107
MURMASTIENE-SOMERSETA 112:14
ZILAISKALNS-SOMERSETA 116:93
KESONSITIJA-SOMERSETA 26:104
SEVASTOPOLE-SOMERSETA 36:26
KONEKTIKUTA-SOMERSETA 58:41
SAULESKALNS-SOMERSETA 69:82
SKAISTKALNE-SOMERSETA 87:110
MURMASTIENE-ANGARSKA 102:117
SKAISTKALNE-KAVARSKA 12:15
ZILAISKALNS-ANGARSKA 127:19
SAULESKALNS-ANGARSKA 134:20
KONEKTIKUTA-ANGARSKA 137:30
SAULESKALNS-KAVARSKA 15:43
MURMASTIENE-KAVARSKA 36:72
KONEKTIKUTA-KAVARSKA 71:43
SEVASTOPOLE-KAVARSKA 74:26
ZILAISKALNS-KAVARSKA 88:106
SKAISTKALNE-ANGARSKA 90:52
SEVASTOPOLE-ANGARSKA 96:149
KONEKTIKUTA-BIZERTA 47:33
SEVASTOPOLE-BIZERTA 51:52
SKAISTKALNE-BIZERTA 88:145
SEVASTOPOLE-ERFURTE 100:109
SKAISTKALNE-ERFURTE 19:35
KONEKTIKUTA-ERFURTE 61:136
KANZASSITIJA-BEBRUSI 147:101
PONAKSTEETLS-BEBRUSI 29:79
LEJASSTRAZDI-BEBRUSI 44:120
PONAKSTEETLS-ELBRUSS 19:113
LEJASSTRAZDI-ELBRUSS 21:76
KANZASSITIJA-ELBRUSS 42:13
BELOSTOKA-DONBASS 10:145
SINSITIJA-KUZBASS 10:30
KULAUTUVA-KUZBASS 100:2
BELOSTOKA-ELBRUSS 100:29
BRATISLAVA-VEZUVS 106:26
KINGSTONA-KUZBASS 109:137
KULAUTUVA-ELBRUSS 110:111
MANHATANA-PEIPUSS 110:21
MENHETENA-ELBRUSS 112:143
SANANTONIO-TUKUMS 115:30
HOLIVUDA-EVERESTS 120:110
MANHATANA-DONBASS 121:44
FOLKSTONA-ELBRUSS 125:1
KINGSTONA-PEIPUSS 127:85
EVERESTS-ALAUKSTS 132:51
FOLKSTONA-PEIPUSS 134:73
SINSITIJA-ELBRUSS 14:25
BRATISLAVA-TUKUMS 142:102
MANHATANA-KUZBASS 142:42
HAMILTONA-KUZBASS 143:133
KULAUTUVA-PEIPUSS 144:106
VAGADUGU-ALAUKSTS 149:120
KULAUTUVA-DONBASS 149:147
SINSITIJA-PEIPUSS 16:21
MANHATANA-ELBRUSS 18:53
SANANTONIO-ALTAJS 28:97
SENTLUISA-DONBASS 3:44
SENTLUISA-PEIPUSS 30:52
SENTLUISA-KUZBASS 37:38
BRATISLAVA-LIZUMS 42:18
SANANTONIO-VENERS 44:14
HAMILTONA-PEIPUSS 45:135
SINSITIJA-DONBASS 46:87
BRATISLAVA-ALTAJS 48:103
BRATISLAVA-VENERS 48:20
BELOSTOKA-PEIPUSS 49:140
KINGSTONA-ELBRUSS 53:20
BELOSTOKA-KUZBASS 54:46
HAMILTONA-DONBASS 54:76
SENTLUISA-ELBRUSS 55:20
VAGADUGU-EVERESTS 56:77
KULAUTUVA-ARARATS 57:36
KINGSTONA-DONBASS 58:137
KRAKATAU-ALAUKSTS 64:70
HOLIVUDA-ALAUKSTS 71:37
FOLKSTONA-DONBASS 74:137
SANANTONIO-LIZUMS 77:118
MENHETENA-KUZBASS 81:150
MENHETENA-PEIPUSS 82:5
MENHETENA-DONBASS 83:43
FOLKSTONA-KUZBASS 86:149
KRAKATAU-EVERESTS 94:72
SENTLUISA-ARARATS 99:109
HAMILTONA-ELBRUSS 99:118
SANANTONIO-VEZUVS 99:127
SANANTONIO-SASEKSA 103:139
SANANTONIO-ENGELSA 105:60
BRATISLAVA-KANZASA 115:80
BRATISLAVA-ENGELSA 122:53
BRATISLAVA-MEMFISA 18:86
BRATISLAVA-TAUNUSA 24:65
SANANTONIO-MADRASA 27:133
SANANTONIO-KINROSA 29:38
SANANTONIO-MEMFISA 34:97
SANANTONIO-KANZASA 47:100
SANANTONIO-TAUNUSA 58:19
BRATISLAVA-SASEKSA 67:109
BRATISLAVA-TEKSASA 68:73
BRATISLAVA-KINROSA 74:140
SANANTONIO-TEKSASA 79:123
SANANTONIO-MANAUSA 80:108
BRATISLAVA-MANAUSA 91:28
BRATISLAVA-MADRASA 94:93
BRATISLAVA-BUENOSAIRESA 17:36
SANANTONIO-BUENOSAIRESA 54:89
SANANTONIO-LUCAVSALA 3:122
BRATISLAVA-LUCAVSALA 35:83
BRATISLAVA-MORICSALA 90:6
SANANTONIO-MORICSALA 95:117
GREITSLEIVLEIKS-SANHOSE 139:89
GREITSLEIVLEIKS-SARANSKA 53:7
LEJASSTRAZDI-TEKSASA 17:11
BUENOSAIRESA-TEKSASA 38:45
KANZASSITIJA-TEKSASA 41:65
PONAKSTEETLS-TEKSASA 57:82
GREITSLEIVLEIKS-SASEKSA 7:117
GREITSLEIVLEIKS-SAULESKALNS 50:107
SANANTONIO-JUGLASCIEMS 14:116
BRATISLAVA-JUGLASCIEMS 73:52
BRATISLAVA-SANHOSE 92:47
SANANTONIO-SANHOSE 97:119
SANANTONIO-SOMERSETA 10:19
BRATISLAVA-SOMERSETA 8:59
SANANTONIO-TBILISI 105:59
SANANTONIO-BEBRUSI 116:131
BRATISLAVA-TBILISI 119:39
SANANTONIO-KUTAISI 138:120
BRATISLAVA-BEBRUSI 85:35
BRATISLAVA-KUTAISI 90:118
SANANTONIO-FEODOSIJA 111:29
BRATISLAVA-FEODOSIJA 32:74
BRATISLAVA-VALENSIJA 71:59
SANANTONIO-VALENSIJA 90:40
KULAUTUVA-KANZASSITIJA 122:90
FOLKSTONA-KANZASSITIJA 133:80
BELOSTOKA-KANZASSITIJA 141:140
KINGSTONA-KANZASSITIJA 39:140
BRATISLAVA-KESONSITIJA 55:1
SINSITIJA-KANZASSITIJA 57:0
HAMILTONA-KANZASSITIJA 58:16
SENTLUISA-KANZASSITIJA 64:61
MANHATANA-KANZASSITIJA 66:122
MENHETENA-KANZASSITIJA 85:5
SANANTONIO-KESONSITIJA 93:2
SANANTONIO-KAVARSKA 103:118
SANANTONIO-ANGARSKA 104:61
BRATISLAVA-KIROVSKA 109:22
SANANTONIO-JAKUTSKA 118:67
SANANTONIO-SOVETSKA 13:120
SANANTONIO-SARANSKA 18:100
BRATISLAVA-KAVARSKA 27:6
SANANTONIO-BRJANSKA 34:19
SANANTONIO-NEBRASKA 4:132
SANANTONIO-LUGANSKA 4:145
SANANTONIO-ATABASKA 42:61
BRATISLAVA-NEBRASKA 47:64
SANANTONIO-IRKUTSKA 49:132
BRATISLAVA-SOVETSKA 51:112
BRATISLAVA-SARANSKA 52:108
BRATISLAVA-KAHOVSKA 64:97
BRATISLAVA-ATABASKA 68:137
BRATISLAVA-LUGANSKA 68:74
BRATISLAVA-JAKUTSKA 83:88
BRATISLAVA-ANGARSKA 88:8
BRATISLAVA-BRJANSKA 89:30
SANANTONIO-KIROVSKA 9:51
SANANTONIO-KAHOVSKA 96:111
BRATISLAVA-IRKUTSKA 96:76
BRATISLAVA-ZILAISKALNS 11:142
SANANTONIO-SAULESKALNS 149:66
SANANTONIO-ZILAISKALNS 17:125
BRATISLAVA-SAULESKALNS 61:54
SANANTONIO-BRATISLAVA 128:9
SANANTONIO-GREITSLEIVLEIKS 102:110
GREITSLEIVLEIKS-SOMERSETA 84:116
GREITSLEIVLEIKS-SOVETSKA 134:45
SANANTONIO-KUZBASS 130:131
SANANTONIO-PEIPUSS 145:24
SANANTONIO-DONBASS 30:45
SANANTONIO-ELBRUSS 75:35
SANANTONIO-KANZASSITIJA 84:6
KONEKTIKUTA-LEJASSTRAZDI 106:80
SKAISTKALNE-LEJASSTRAZDI 22:18
SEVASTOPOLE-LEJASSTRAZDI 58:96
SKAISTKALNE-MACESTA 118:89
KONEKTIKUTA-MACESTA 63:40
SANANTONIO-BELFASTA 84:10
SEVASTOPOLE-MACESTA 96:3
KONEKTIKUTA-TRIESTE 149:65
SANANTONIO-VADAKSTE 24:59
SEVASTOPOLE-TRIESTE 28:72
SKAISTKALNE-TRIESTE 40:113
SANANTONIO-PONAKSTEETLS 1:10
SANANTONIO-MURMASTIENE 124:59
SEVASTOPOLE-SKAISTKALNE 73:33
SEVASTOPOLE-BELOSTOKA 118:90
SEVASTOPOLE-KINGSTONA 149:45
SEVASTOPOLE-FOLKSTONA 83:72
SANANTONIO-LEJASSTRAZDI 50:133
SANANTONIO-EVERESTS 16:141
SANANTONIO-ALAUKSTS 23:129
KRAKATAU-SOMERSETA 108:140
SANANTONIO-ATLANTA 108:148
SANANTONIO-KALKUTA 11:119
VAGADUGU-SOMERSETA 110:65
SANANTONIO-MACESTA 112:48
MAPUTU-KONEKTIKUTA 12:65
KINGSTONA-BELFASTA 120:14
KULAUTUVA-BELFASTA 120:146
KAVARSKA-SOMERSETA 120:37
NEBRASKA-SOMERSETA 122:110
SANANTONIO-KAUNATA 125:34
BELFASTA-SOMERSETA 130:112
IRKUTSKA-SOMERSETA 130:147
EVERESTS-SOMERSETA 130:97
BELOSTOKA-BELFASTA 134:39
SOVETSKA-SOMERSETA 138:142
NUKUSU-KONEKTIKUTA 146:122
JAKUTSKA-SOMERSETA 18:43
ALAUKSTS-SOMERSETA 19:101
SINSITIJA-BELFASTA 21:144
BRJANSKA-SOMERSETA 24:31
HOLIVUDA-SOMERSETA 27:121
SANANTONIO-BEIRUTA 28:52
SANANTONIO-BIZERTA 31:4
FOLKSTONA-BELFASTA 32:102
SANANTONIO-VALLETA 37:26
HAMILTONA-BELFASTA 38:134
SANANTONIO-VAINUTA 39:118
SANANTONIO-KUVEITA 40:129
SARANSKA-SOMERSETA 54:111
SANANTONIO-UTREHTA 54:2
VADAKSTE-SOMERSETA 58:147
ALATAU-KONEKTIKUTA 58:43
MANHATANA-BELFASTA 59:106
LUGANSKA-SOMERSETA 6:76
KIROVSKA-SOMERSETA 60:105
SANANTONIO-DORSETA 63:103
ANGARSKA-SOMERSETA 66:37
SANANTONIO-SALANTA 69:143
SANANTONIO-PLIMUTA 69:51
ATABASKA-SOMERSETA 71:59
SANANTONIO-LAPLATA 76:63
MENHETENA-BELFASTA 84:6
SENTLUISA-BELFASTA 85:136
KAHOVSKA-SOMERSETA 89:150
SANANTONIO-VORKUTA 89:85
SANANTONIO-EIFRATA 94:131
SANANTONIO-MANHATANA 14:51
SANANTONIO-KRAKATAU 2:54
GREITSLEIVLEIKS-TAUNUSA 96:79
GREITSLEIVLEIKS-TBILISI 2:43
SANANTONIO-AIZPUTE 110:107
SENTLUISA-VADAKSTE 127:44
BELOSTOKA-VADAKSTE 136:138
MANHATANA-VADAKSTE 23:87
FOLKSTONA-VADAKSTE 31:21
SANANTONIO-ERFURTE 35:134
SINSITIJA-VADAKSTE 38:150
HAMILTONA-VADAKSTE 44:68
SANANTONIO-TRIESTE 57:121
KINGSTONA-VADAKSTE 60:59
MENHETENA-VADAKSTE 60:77
KULAUTUVA-VADAKSTE 64:95
SANANTONIO-KUMPOTE 79:84
SANANTONIO-PRIPETE 93:124
KULAUTUVA-PONAKSTEETLS 101:83
SENTLUISA-PONAKSTEETLS 130:101
HAMILTONA-PONAKSTEETLS 135:36
SINSITIJA-PONAKSTEETLS 26:131
KINGSTONA-PONAKSTEETLS 5:77
BELOSTOKA-PONAKSTEETLS 53:83
FOLKSTONA-PONAKSTEETLS 59:25
MENHETENA-PONAKSTEETLS 77:90
MANHATANA-PONAKSTEETLS 94:85
GREITSLEIVLEIKS-TEKSASA 134:83
SANANTONIO-MENHETENA 102:149
SANANTONIO-TOLJATI 18:130
SANANTONIO-KARPATI 80:47
SANANTONIO-DUBULTI 99:114
MANHATANA-MURMASTIENE 11:145
KINGSTONA-MURMASTIENE 111:80
FOLKSTONA-MURMASTIENE 128:126
HAMILTONA-MURMASTIENE 148:68
BELOSTOKA-MURMASTIENE 25:50
MENHETENA-MURMASTIENE 54:101
SENTLUISA-MURMASTIENE 72:8
KULAUTUVA-MURMASTIENE 75:115
SINSITIJA-MURMASTIENE 92:47
AIZPUTE-KANZASSITIJA 0:133
TORONTO-KANZASSITIJA 101:32
KIROVSKA-KESONSITIJA 102:11
BEIRUTA-KANZASSITIJA 102:149
DORSETA-KANZASSITIJA 107:126
TRIESTE-KANZASSITIJA 107:7
SOVETSKA-KESONSITIJA 113:41
EVERESTS-KESONSITIJA 114:55
KRAKATAU-KESONSITIJA 115:40
LAPLATA-KANZASSITIJA 117:99
DUBULTI-KANZASSITIJA 122:117
SANANTONIO-SINSITIJA 127:57
VORKUTA-KANZASSITIJA 131:134
KAHOVSKA-KESONSITIJA 133:137
VAINUTA-KANZASSITIJA 133:39
LUGANSKA-KESONSITIJA 134:75
KARPATI-KANZASSITIJA 143:6
PRIPETE-KANZASSITIJA 147:94
EIFRATA-KANZASSITIJA 148:50
KALKUTA-KANZASSITIJA 16:135
TARENTO-KANZASSITIJA 2:135
MACESTA-KANZASSITIJA 21:120
BRJANSKA-KESONSITIJA 25:125
UTREHTA-KANZASSITIJA 35:122
KAUNATA-KANZASSITIJA 35:89
SALANTA-KANZASSITIJA 41:12
BIZERTA-KANZASSITIJA 48:12
ALAUKSTS-KESONSITIJA 49:15
PLIMUTA-KANZASSITIJA 50:65
KUVEITA-KANZASSITIJA 58:105
SARANSKA-KESONSITIJA 59:79
VALLETA-KANZASSITIJA 61:129
VADAKSTE-KESONSITIJA 62:15
ARARATS-KANZASSITIJA 64:104
KUMPOTE-KANZASSITIJA 76:2
KAVARSKA-KESONSITIJA 78:54
HOLIVUDA-KESONSITIJA 78:89
JAKUTSKA-KESONSITIJA 80:98
ANGARSKA-KESONSITIJA 81:44
IRKUTSKA-KESONSITIJA 83:13
TOLJATI-KANZASSITIJA 86:36
ERFURTE-KANZASSITIJA 86:58
ATLANTA-KANZASSITIJA 87:62
VAGADUGU-KESONSITIJA 89:90
NEBRASKA-KESONSITIJA 93:89
ATABASKA-KESONSITIJA 95:56
BELFASTA-KESONSITIJA 96:35
SANANTONIO-KONEKTIKUTA 49:70
PONAKSTEETLS-BRATISLAVA 127:31
LEJASSTRAZDI-BRATISLAVA 20:108
KANZASSITIJA-BRATISLAVA 65:22
SANANTONIO-SKAISTKALNE 150:9
MAPUTU-PONAKSTEETLS 13:12
ALATAU-PONAKSTEETLS 53:44
NUKUSU-PONAKSTEETLS 74:117
SANANTONIO-TARENTO 37:113
SANANTONIO-TORONTO 73:115
SANANTONIO-BELOSTOKA 111:0
SANANTONIO-KINGSTONA 129:108
SANANTONIO-HAMILTONA 14:16
SANANTONIO-FOLKSTONA 93:49
SINSITIJA-LEJASSTRAZDI 100:66
BELOSTOKA-LEJASSTRAZDI 102:88
KULAUTUVA-LEJASSTRAZDI 114:26
MANHATANA-LEJASSTRAZDI 143:116
MENHETENA-LEJASSTRAZDI 15:71
FOLKSTONA-LEJASSTRAZDI 35:100
HAMILTONA-LEJASSTRAZDI 38:43
KINGSTONA-LEJASSTRAZDI 59:88
SENTLUISA-LEJASSTRAZDI 96:39
FOLKSTONA-ALAUKSTS 106:3
MANHATANA-EVERESTS 11:117
SENTLUISA-ALAUKSTS 112:75
FOLKSTONA-EVERESTS 116:118
HAMILTONA-EVERESTS 127:9
KULAUTUVA-EVERESTS 134:52
MANHATANA-ALAUKSTS 15:115
HAMILTONA-ALAUKSTS 22:39
KULAUTUVA-ALAUKSTS 29:109
MENHETENA-ALAUKSTS 31:90
SINSITIJA-EVERESTS 45:16
SINSITIJA-ALAUKSTS 45:97
BELOSTOKA-EVERESTS 55:129
KINGSTONA-EVERESTS 66:94
MENHETENA-EVERESTS 74:91
KINGSTONA-ALAUKSTS 8:149
BELOSTOKA-ALAUKSTS 87:27
SENTLUISA-EVERESTS 89:25
SEVASTOPOLE-SOVETSKA 10:125
SAULESKALNS-IRKUTSKA 100:5
SKAISTKALNE-IRKUTSKA 12:144
MURMASTIENE-JAKUTSKA 128:71
SEVASTOPOLE-JAKUTSKA 140:56
KONEKTIKUTA-IRKUTSKA 140:94
SAULESKALNS-JAKUTSKA 145:24
SEVASTOPOLE-IRKUTSKA 16:142
ZILAISKALNS-JAKUTSKA 2:44
ZILAISKALNS-IRKUTSKA 21:99
MURMASTIENE-IRKUTSKA 4:2
SKAISTKALNE-JAKUTSKA 67:109
KONEKTIKUTA-SOVETSKA 70:148
ZILAISKALNS-SOVETSKA 82:100
SKAISTKALNE-SOVETSKA 82:60
SAULESKALNS-SOVETSKA 86:68
KONEKTIKUTA-JAKUTSKA 88:35
MURMASTIENE-SOVETSKA 97:131
MURMASTIENE-GREITSLEIVLEIKS 150:90
SEVASTOPOLE-GREITSLEIVLEIKS 20:52
SKAISTKALNE-GREITSLEIVLEIKS 28:129
KONEKTIKUTA-GREITSLEIVLEIKS 7:77
GREITSLEIVLEIKS-TUKUMS 36:91
VAGADUGU-KRAKATAU 29:123
HOLIVUDA-KRAKATAU 97:95
KANZASSITIJA-TUKUMS 109:84
PONAKSTEETLS-TUKUMS 123:101
BUENOSAIRESA-TUKUMS 143:30
KANZASSITIJA-LIZUMS 16:3
BUENOSAIRESA-LIZUMS 28:117
LEJASSTRAZDI-TUKUMS 75:141
PONAKSTEETLS-LIZUMS 84:62
LEJASSTRAZDI-LIZUMS 90:7
MURMASTIENE-TAUNUSA 11:47
SAULESKALNS-TAUNUSA 138:8
JUGLASCIEMS-TAUNUSA 14:38
SKAISTKALNE-MANAUSA 142:135
SAULESKALNS-MANAUSA 18:2
SEVASTOPOLE-MANAUSA 19:4
SEVASTOPOLE-TAUNUSA 19:85
KONEKTIKUTA-TAUNUSA 3:77
KESONSITIJA-TAUNUSA 31:62
ZILAISKALNS-MANAUSA 34:125
MURMASTIENE-MANAUSA 35:73
ZILAISKALNS-TAUNUSA 41:83
KESONSITIJA-MANAUSA 46:133
SKAISTKALNE-TAUNUSA 57:80
KONEKTIKUTA-MANAUSA 69:112
JUGLASCIEMS-MANAUSA 81:95
SKAISTKALNE-BEBRUSI 127:25
ZILAISKALNS-BEBRUSI 127:82
SEVASTOPOLE-BEBRUSI 129:127
MURMASTIENE-BEBRUSI 34:88
KONEKTIKUTA-BEBRUSI 44:116
KESONSITIJA-BEBRUSI 44:16
SAULESKALNS-BEBRUSI 53:125
SKAISTKALNE-ELBRUSS 11:48
SEVASTOPOLE-PEIPUSS 115:85
MURMASTIENE-ELBRUSS 117:60
SEVASTOPOLE-ELBRUSS 21:139
MURMASTIENE-PEIPUSS 35:14
SKAISTKALNE-PEIPUSS 36:87
KONEKTIKUTA-PEIPUSS 62:63
KONEKTIKUTA-ELBRUSS 69:4
SEVASTOPOLE-PLIMUTA 106:39
SKAISTKALNE-VORKUTA 137:101
TARENTO-KONEKTIKUTA 14:140
SKAISTKALNE-PLIMUTA 141:28
ARARATS-KONEKTIKUTA 2:12
SEVASTOPOLE-KALKUTA 21:0
SKAISTKALNE-VAINUTA 23:18
SKAISTKALNE-BEIRUTA 23:75
KONEKTIKUTA-VORKUTA 28:37
KONEKTIKUTA-BEIRUTA 28:81
TORONTO-KONEKTIKUTA 30:127
SEVASTOPOLE-VORKUTA 32:37
SEVASTOPOLE-VAINUTA 34:72
SEVASTOPOLE-BEIRUTA 4:34
KONEKTIKUTA-VAINUTA 49:68
SKAISTKALNE-KALKUTA 54:86
KONEKTIKUTA-PLIMUTA 73:131
KONEKTIKUTA-KALKUTA 74:2
SEVASTOPOLE-AIZPUTE 13:93
SKAISTKALNE-AIZPUTE 14:100
KONEKTIKUTA-AIZPUTE 21:133
KANZASSITIJA-IRKUTSKA 10:51
PONAKSTEETLS-JAKUTSKA 102:1
KANZASSITIJA-JAKUTSKA 123:105
LEJASSTRAZDI-IRKUTSKA 54:114
PONAKSTEETLS-IRKUTSKA 79:22
LEJASSTRAZDI-JAKUTSKA 98:117
SENTLUISA-KULAUTUVA 40:23
KANZASSITIJA-VEZUVS 120:9
BUENOSAIRESA-VEZUVS 137:56
PONAKSTEETLS-VEZUVS 4:134
LEJASSTRAZDI-VEZUVS 68:16
ELBRUSS-BRATISLAVA 107:5
ARARATS-BRATISLAVA 11:139
EIFRATA-BRATISLAVA 11:66
KUVEITA-BRATISLAVA 11:81
ERFURTE-BRATISLAVA 112:20
KAUNATA-BRATISLAVA 112:33
TRIESTE-BRATISLAVA 116:9
PRIPETE-BRATISLAVA 12:150
VALLETA-BRATISLAVA 131:12
PLIMUTA-BRATISLAVA 135:51
MACESTA-BRATISLAVA 14:118
PEIPUSS-BRATISLAVA 14:16
UTREHTA-BRATISLAVA 14:21
KUZBASS-BRATISLAVA 148:11
HOLIVUDA-KULAUTUVA 148:132
AIZPUTE-BRATISLAVA 16:102
DUBULTI-BRATISLAVA 20:149
TORONTO-BRATISLAVA 26:85
LAPLATA-BRATISLAVA 30:114
BIZERTA-BRATISLAVA 37:89
DORSETA-BRATISLAVA 5:142
KALKUTA-BRATISLAVA 52:144
TARENTO-BRATISLAVA 56:113
VORKUTA-BRATISLAVA 59:131
KARPATI-BRATISLAVA 63:38
VAGADUGU-KULAUTUVA 76:19
VAINUTA-BRATISLAVA 77:62
SALANTA-BRATISLAVA 78:0
DONBASS-BRATISLAVA 79:25
ATLANTA-BRATISLAVA 87:59
BEIRUTA-BRATISLAVA 9:40
KUMPOTE-BRATISLAVA 91:4
TOLJATI-BRATISLAVA 99:30
GREITSLEIVLEIKS-VALENSIJA 62:63
GREITSLEIVLEIKS-VEZUVS 37:92
GREITSLEIVLEIKS-VENERS 47:22
NUKUSU-GREITSLEIVLEIKS 102:110
MAPUTU-GREITSLEIVLEIKS 19:54
ALATAU-GREITSLEIVLEIKS 50:128
KESONSITIJA-VEZUVS 138:110
JUGLASCIEMS-VEZUVS 143:136
SAULESKALNS-VEZUVS 145:112
MURMASTIENE-VEZUVS 17:128
SEVASTOPOLE-VEZUVS 37:93
ZILAISKALNS-VEZUVS 58:133
KONEKTIKUTA-VEZUVS 68:10
SKAISTKALNE-VEZUVS 78:27
SAULESKALNS-LUCAVSALA 101:12
KESONSITIJA-LUCAVSALA 123:8
MURMASTIENE-LUCAVSALA 127:100
KONEKTIKUTA-LUCAVSALA 138:129
SEVASTOPOLE-LUCAVSALA 142:39
SKAISTKALNE-LUCAVSALA 146:47
JUGLASCIEMS-LUCAVSALA 60:103
ZILAISKALNS-LUCAVSALA 61:54
SKAISTKALNE-KIROVSKA 109:15
MURMASTIENE-KAHOVSKA 117:102
SEVASTOPOLE-KAHOVSKA 117:128
SAULESKALNS-KIROVSKA 123:76
SEVASTOPOLE-KIROVSKA 136:113
KONEKTIKUTA-KAHOVSKA 16:41
MURMASTIENE-KIROVSKA 23:27
ZILAISKALNS-KIROVSKA 27:132
SKAISTKALNE-KAHOVSKA 39:94
KONEKTIKUTA-KIROVSKA 49:31
ZILAISKALNS-KAHOVSKA 53:75
SAULESKALNS-KAHOVSKA 82:124
